item,week_ending,category,units_of_measure,beginning_units,unit_purchases_1,unit_purchases_2,unit_purchases_3,unit_purchases_4,total_purchased,on_hand_counts,ending_units,unit_cost,ending_value_usd,usage_units
Syrup Diet Coke,10/28/2014,Beverage 4316,gal,2.5,5.0,0.0,0,0,5.0,0,7.0,13.209999999999999,92.47,0.5
Syrup Sprite,10/28/2014,Beverage 4316,gal,2.0,0.0,0.0,0,0,0.0,0,2.0,13.21,26.42,0.0
Syrup Lemonade Light,10/28/2014,Beverage 4316,gal,1.5,2.5,0.0,0,0,2.5,0,3.5,14.34,50.19,0.5
Syrup Mello Yellow,10/28/2014,Beverage 4316,gal,1.25,2.5,0.0,0,0,2.5,0,3.5,13.78,48.23,0.25
Syrup Dr. Pepper,10/28/2014,Beverage 4316,gal,5.5,0.0,0.0,0,0,0.0,0,2.0,12.95,25.9,3.5
Syrup Cherry Coke,10/28/2014,Beverage 4316,gal,7.5,0.0,0.0,0,0,0.0,0,5.0,13.209999999999999,66.05,2.5
Syrup Powerade,10/28/2014,Beverage 4316,gal,3.5,0.0,0.0,0,0,0.0,0,3.0,13.780000000000001,41.34,0.5
Tea Bag Brew Lipton,10/28/2014,Beverage 4316,ea,34.0,0.0,0.0,0,0,0.0,0,19.0,0.9615999999999999,18.2704,15.0
Water (bottle),10/28/2014,Beverage 4316,bottle,51.0,72.0,0.0,0,0,72.0,0,83.0,0.28250000000000003,23.4475,40.0
JJ Lunch Box,10/28/2014,Catering 4320,ea,82.0,125.0,0.0,0,0,125.0,0,207.0,0.32339999999999997,66.9438,0.0
"Tray Cater Cmbo 12"" w / dome lid",10/28/2014,Catering 4320,each,11.0,0.0,0.0,0,0,0.0,0,9.0,0.9652,8.6868,2.0
"Tray Cater Cmbo 16"" w / dome lid",10/28/2014,Catering 4320,each,10.0,0.0,0.0,0,0,0.0,0,3.0,1.7939999999999998,5.382,7.0
Party Tray Bags,10/28/2014,Catering 4320,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.7942,0.0,0.0
Mini Loaf,11/04/2014,Bread 4311,ea,757.0,1050.0,0.0,0,0,1050.0,0,760.0,0.44120000000000004,335.312,1047.0
Wheat,11/04/2014,Bread 4311,ea,34.0,48.0,0.0,0,0,48.0,0,34.0,1.4763000000000002,50.19420000000001,48.0
Equal Sugar Substitute,11/04/2014,Food 4312,Case 2000,0.0,0.0,0.0,0,0,0.0,0,0.0,26.94,0.0,0.0
Avo Fresco,11/04/2014,Food 4312,Case,0.0,0.0,0.0,0,0,0.0,0,0.0,1.0,0.0,0.0
Capicola,11/04/2014,Food 4312,lb,46.5,35.15,0.0,0,0,35.15,0,49.75,3.5450010050251257,176.3638,31.900000000000006
Salami,11/04/2014,Food 4312,lb,36.5,35.5,0.0,0,0,35.5,0,47.75,3.2630010471204187,155.8083,24.25
Ham,11/04/2014,Food 4312,lb,101.0,123.4,0.0,0,0,123.4,0,116.0,2.775,321.9,108.4
Turkey,11/04/2014,Food 4312,lb,141.25,165.2,0.0,0,0,165.2,0,172.0,2.765,475.58000000000004,134.45
Beef,11/04/2014,Food 4312,lb,64.0,66.55,0.0,0,0,66.55,0,95.0,4.607,437.665,35.55000000000001
Bacon,11/04/2014,Food 4312,ea,1225.0,1200.0,0.0,-300,0,900.0,0,1100.0,0.2071,227.81,1025.0
Cheese,11/04/2014,Food 4312,lb,100.75,139.35,0.0,0,0,139.35,0,119.0,2.6199999999999997,311.78,121.1
Mayonnaise,11/04/2014,Food 4312,gal mayo,49.5,12.0,0.0,0,0,12.0,0,50.5,8.86050099009901,447.4553,11.0
Oil,11/04/2014,Food 4312,gal oil,12.7,0.0,0.0,0,0,0.0,0,11.75,8.62180425531915,101.3062,0.9499999999999993
Vinegar,11/04/2014,Food 4312,gal vinegar,8.5,4.0,0.0,0,0,4.0,0,11.75,4.061702127659575,47.725,0.75
Avocado,11/04/2014,Food 4312,avo can,11.0,12.0,0.0,0,0,12.0,0,13.5,3.2449999999999997,43.8075,9.5
Peppers Cherry,11/04/2014,Food 4312,Gal Peppers,26.0,4.0,0.0,0,0,4.0,0,27.5,7.670000000000001,210.925,2.5
Mustard Dijon,11/04/2014,Food 4312,jar dijon,15.0,0.0,0.0,0,0,0.0,0,13.0,5.2999,68.8987,2.0
Soy Sauce,11/04/2014,Food 4312,gal soy,3.7,0.0,0.0,0,0,0.0,0,3.6,9.715305555555554,34.9751,0.10000000000000009
Tuna,11/04/2014,Food 4312,can tuna,20.5,0.0,0.0,0,0,0.0,0,15.0,8.7074,130.611,5.5
Pam Spray,11/04/2014,Food 4312,ea,7.0,0.0,0.0,0,0,0.0,0,6.0,2.5223999999999998,15.1344,1.0
Oregano,11/04/2014,Food 4312,cont oregano,2.5,0.0,0.0,0,0,0.0,0,2.4,20.803,49.9272,0.10000000000000009
Basil,11/04/2014,Food 4312,cont basil,2.5,0.0,0.0,0,0,0.0,0,2.4,5.0,12.0,0.10000000000000009
Sugar,11/04/2014,Food 4312,lb,40.0,50.0,0.0,0,0,50.0,0,60.0,0.43960000000000005,26.376,30.0
Mayo Packets,11/04/2014,Food 4312,Box 204,0.9,1.0,0.0,0,0,1.0,0,0.9,19.95,17.955,0.9999999999999999
Mustard Packets,11/04/2014,Food 4312,Box 500,0.9,1.0,0.0,0,0,1.0,0,1.4,5.944500000000001,8.3223,0.5
Sweet n Low Packets,11/04/2014,Food 4312,Case  3000,0.1,0.67,0.0,0,0,0.67,0,0.67,18.49,12.3883,0.09999999999999998
Pickles,11/04/2014,Sides 4313,ea,169.0,72.0,0.0,0,0,72.0,0,127.0,0.3518,44.6786,114.0
Chip JJ Reg ,11/04/2014,Sides 4313,ea,222.0,120.0,0.0,0,0,120.0,0,174.0,0.3705,64.467,168.0
Chip JJ BBQ ,11/04/2014,Sides 4313,ea,236.0,300.0,0.0,0,0,300.0,0,287.0,0.3705,106.3335,249.0
Chip JJ Jalapeno ,11/04/2014,Sides 4313,ea,150.0,180.0,0.0,0,0,180.0,0,118.0,0.3705,43.719,212.0
Chip JJ S&V ,11/04/2014,Sides 4313,ea,136.0,180.0,0.0,0,0,180.0,0,141.0,0.3705,52.2405,175.0
Chip JJ Skinny ,11/04/2014,Sides 4313,ea,79.0,120.0,0.0,0,0,120.0,0,130.0,0.4363,56.719,69.0
Cookie Oatmeal Raisin,11/04/2014,Sides 4313,ea,52.0,56.0,0.0,0,0,56.0,0,82.0,0.4684,38.4088,26.0
Cookie JJ Triple Choc Chip,11/04/2014,Sides 4313,ea,102.0,224.0,0.0,0,0,224.0,0,175.0,0.5536,96.88,151.0
Sysco Cup Foam Tall 12 oz,11/04/2014,Paper 4314,Case 1000,0.0,0.0,0.0,0,0,0.0,0,0.0,20.0,0.0,0.0
Cup Plas 12oz Trans Soft - Paper Cat,11/04/2014,Paper 4314,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
CUP PLAS TRANS 12 OZ - Paper Cat,11/04/2014,Paper 4314,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
Cup 22oz JJ,11/04/2014,Paper 4314,ea,1007.0,1000.0,0.0,0,0,1000.0,0,1490.0,0.0351,52.299,517.0
Lid 22oz JJ,11/04/2014,Paper 4314,ea,720.0,1000.0,0.0,0,0,1000.0,0,1287.0,0.0118,15.1866,433.0
Cup 30oz JJ,11/04/2014,Paper 4314,ea,1046.0,0.0,0.0,0,0,0.0,0,814.0,0.058499999999999996,47.619,232.0
Lid 30oz JJ,11/04/2014,Paper 4314,ea,1351.0,0.0,0.0,0,0,0.0,0,1097.0,0.02,21.94,254.0
Napkins,11/04/2014,Paper 4314,Pack 284,14.0,0.0,0.0,0,0,0.0,0,10.0,2.5979,25.979,4.0
Bags 8# JJ,11/04/2014,Paper 4314,Box 1000,0.5,1.0,0.0,0,0,1.0,0,1.0,42.92,42.92,0.5
Wrap Sandwich,11/04/2014,Paper 4314,Box 1000,1.6,3.0,0.0,0,0,3.0,0,3.5,22.416742857142857,78.4586,1.0999999999999996
8X10 Port Pap.,11/04/2014,Paper 4314,Box 500,8.9,12.0,0.0,0,0,12.0,0,12.5,2.7642,34.5525,8.399999999999999
Straws,11/04/2014,Paper 4314,Box 300,17.5,0.0,0.0,0,0,0.0,0,15.499999999999998,1.098,17.019,1.200000000000001
Pan Liners,11/04/2014,Paper 4314,Box 1000,0.7,0.0,0.0,0,0,0.0,0,0.7,31.145000000000003,21.8015,0.0
Mylar,11/04/2014,Paper 4314,roll 5280,1.75,0.0,0.0,0,0,0.0,0,1.5,81.57639999999999,122.3646,0.25
Cucumber,11/04/2014,Produce 4315,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.6804,0.0,0.0
Iceburg Head ,11/04/2014,Produce 4315,24 Count,0.0,0.0,0.0,0,0,0.0,0,0.0,22.75,0.0,0.0
Lettuce,11/04/2014,Produce 4315,12 Packs,0.0,0.0,0.0,0,0,0.0,0,0.0,2.27,0.0,0.0
Roma Tomatoes,11/04/2014,Produce 4315,lb,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
Yellow Onions,11/04/2014,Produce 4315,lb,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
Lettuce,11/04/2014,Produce 4315,Head Let,22.0,168.0,0.0,0,0,168.0,0,54.0,1.2708,68.6232,136.0
Tomatoes,11/04/2014,Produce 4315,lb,40.0,175.0,0.0,0,0,175.0,0,70.0,1.18,82.6,145.0
Onions,11/04/2014,Produce 4315,lb,20.0,50.0,0.0,0,0,50.0,0,30.0,0.425,12.75,40.0
Sprouts,11/04/2014,Produce 4315,lb,3.0,5.0,0.0,0,0,5.0,0,2.0,1.9,3.8,6.0
Celery,11/04/2014,Produce 4315,stalk,2.0,4.0,0.0,0,0,4.0,0,1.5,1.4800000000000002,2.22,4.5
Cucumbers,11/04/2014,Produce 4315,ea,18.0,24.0,0.0,0,0,24.0,0,24.0,1.2289999999999999,29.495999999999995,18.0
Syrup Coke,11/04/2014,Beverage 4316,gal,6.5,0.0,0.0,0,0,0.0,0,4.0,13.21,52.84,2.5
Syrup Diet Coke,11/04/2014,Beverage 4316,gal,7.0,0.0,0.0,0,0,0.0,0,4.0,13.21,52.84,3.0
Syrup Sprite,11/04/2014,Beverage 4316,gal,2.0,0.0,0.0,0,0,0.0,0,1.0,13.21,13.21,1.0
Syrup Lemonade Light,11/04/2014,Beverage 4316,gal,3.5,0.0,0.0,0,0,0.0,0,2.5,14.34,35.85,1.0
Syrup Mello Yellow,11/04/2014,Beverage 4316,gal,3.5,0.0,0.0,0,0,0.0,0,3.0,13.780000000000001,41.34,0.5
Syrup Dr. Pepper,11/04/2014,Beverage 4316,gal,2.0,5.0,0.0,0,0,5.0,0,3.5,12.950000000000001,45.325,3.5
Syrup Cherry Coke,11/04/2014,Beverage 4316,gal,5.0,5.0,0.0,0,0,5.0,0,7.5,13.21,99.075,2.5
Syrup Powerade,11/04/2014,Beverage 4316,gal,3.0,0.0,0.0,0,0,0.0,0,1.25,13.780000000000001,17.225,1.75
Tea Bag Brew Lipton,11/04/2014,Beverage 4316,ea,19.0,24.0,0.0,0,0,24.0,0,27.0,0.9616,25.9632,16.0
Water (bottle),11/04/2014,Beverage 4316,bottle,83.0,24.0,0.0,0,0,24.0,0,67.0,0.2825,18.9275,40.0
JJ Lunch Box,11/04/2014,Catering 4320,ea,207.0,0.0,0.0,0,0,0.0,0,145.0,0.3234,46.893,62.0
"Tray Cater Cmbo 12"" w / dome lid",11/04/2014,Catering 4320,each,9.0,25.0,0.0,0,0,25.0,0,30.0,0.9652,28.956,4.0
"Tray Cater Cmbo 16"" w / dome lid",11/04/2014,Catering 4320,each,3.0,25.0,0.0,0,0,25.0,0,26.0,1.794,46.644,2.0
Party Tray Bags,11/04/2014,Catering 4320,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.7942,0.0,0.0
Mini Loaf,11/11/2014,Bread 4311,ea,760.0,966.0,0.0,0,0,966.0,0,773.0,0.4364,337.3372,953.0
Wheat,11/11/2014,Bread 4311,ea,34.0,48.0,0.0,0,0,48.0,0,34.0,1.4630999999999998,49.7454,48.0
Equal Sugar Substitute,11/11/2014,Food 4312,Case 2000,0.0,0.0,0.0,0,0,0.0,0,0.0,26.94,0.0,0.0
Avo Fresco,11/11/2014,Food 4312,Case,0.0,0.0,0.0,0,0,0.0,0,0.0,1.0,0.0,0.0
Capicola,11/11/2014,Food 4312,lb,49.75,0.0,0.0,0,0,0.0,0,19.25,3.5450025974025974,68.2413,30.5
Salami,11/11/2014,Food 4312,lb,47.75,0.0,0.0,0,0,0.0,0,17.75,3.2630028169014085,57.9183,30.0
Ham,11/11/2014,Food 4312,lb,116.0,80.45,0.0,0,0,80.45,0,91.25,2.750099726027397,250.94659999999996,105.19999999999999
Turkey,11/11/2014,Food 4312,lb,172.0,107.6,0.0,0,0,107.6,0,144.25,2.744,395.82200000000006,135.35000000000002
Beef,11/11/2014,Food 4312,lb,95.0,52.65,0.0,0,0,52.65,0,67.75,4.57749963099631,310.1256,79.9
Bacon,11/11/2014,Food 4312,ea,1100.0,1200.0,0.0,0,0,1200.0,0,1200.0,0.18469999999999998,221.63999999999996,1100.0
Cheese,11/11/2014,Food 4312,lb,119.0,68.96,0.0,0,0,68.96,0,59.25,2.6990008438818562,159.9158,128.70999999999998
Mayonnaise,11/11/2014,Food 4312,gal mayo,50.5,8.0,0.0,0,0,8.0,0,47.0,8.8449,415.7103,11.5
Oil,11/11/2014,Food 4312,gal oil,11.75,0.0,0.0,0,0,0.0,0,10.5,8.621799999999999,90.52889999999998,1.25
Vinegar,11/11/2014,Food 4312,gal vinegar,11.75,0.0,0.0,0,0,0.0,0,10.7,4.027598130841122,43.0953,1.0500000000000007
Avocado,11/11/2014,Food 4312,avo can,13.5,12.0,0.0,0,0,12.0,0,14.0,3.2151,45.0114,11.5
Peppers Cherry,11/11/2014,Food 4312,Gal Peppers,27.5,0.0,0.0,0,0,0.0,0,24.5,7.67,187.915,3.0
Mustard Dijon,11/11/2014,Food 4312,jar dijon,13.0,0.0,0.0,0,0,0.0,0,10.5,5.299904761904762,55.649,2.5
Soy Sauce,11/11/2014,Food 4312,gal soy,3.6,0.0,0.0,0,0,0.0,0,3.5,9.715314285714285,34.0036,0.10000000000000009
Tuna,11/11/2014,Food 4312,can tuna,15.0,6.0,0.0,0,0,6.0,0,17.5,8.6728,151.774,3.5
Pam Spray,11/11/2014,Food 4312,ea,6.0,0.0,0.0,0,0,0.0,0,6.0,2.5223999999999998,15.1344,0.0
Oregano,11/11/2014,Food 4312,cont oregano,2.4,0.0,0.0,0,0,0.0,0,2.3,20.803,47.8469,0.10000000000000009
Basil,11/11/2014,Food 4312,cont basil,2.4,0.0,0.0,0,0,0.0,0,2.3,5.0,11.5,0.10000000000000009
Sugar,11/11/2014,Food 4312,lb,60.0,0.0,0.0,0,0,0.0,0,30.0,0.43960000000000005,13.188,30.0
Mayo Packets,11/11/2014,Food 4312,Box 204,0.9,1.0,0.0,0,0,1.0,0,1.1,19.811272727272726,21.7924,0.7999999999999998
Mustard Packets,11/11/2014,Food 4312,Box 500,1.4,0.0,0.0,0,0,0.0,0,0.9,5.942555555555556,5.3483,0.4999999999999999
Sweet n Low Packets,11/11/2014,Food 4312,Case  3000,0.67,0.0,0.0,0,0,0.0,0,0.67,23.232537313432832,15.5658,0.0
Pickles,11/11/2014,Sides 4313,ea,127.0,72.0,0.0,0,0,72.0,0,88.0,0.3493,30.7384,111.0
Chip JJ Reg ,11/11/2014,Sides 4313,ea,174.0,120.0,0.0,0,0,120.0,0,158.0,0.3683,58.1914,136.0
Chip JJ BBQ ,11/11/2014,Sides 4313,ea,287.0,180.0,0.0,0,0,180.0,0,218.0,0.3695,80.551,249.0
Chip JJ Jalapeno ,11/11/2014,Sides 4313,ea,118.0,240.0,0.0,0,0,240.0,0,190.0,0.3685,70.015,168.0
Chip JJ S&V ,11/11/2014,Sides 4313,ea,141.0,240.0,0.0,0,0,240.0,0,212.0,0.36879999999999996,78.1856,169.0
Chip JJ Skinny ,11/11/2014,Sides 4313,ea,130.0,60.0,0.0,0,0,60.0,0,130.0,0.4335,56.355,60.0
Cookie Oatmeal Raisin,11/11/2014,Sides 4313,ea,82.0,0.0,0.0,0,0,0.0,0,67.0,0.4684,31.3828,15.0
Cookie JJ Triple Choc Chip,11/11/2014,Sides 4313,ea,175.0,56.0,0.0,0,0,56.0,0,117.0,0.5511999999999999,64.4904,114.0
Sysco Cup Foam Tall 12 oz,11/11/2014,Paper 4314,Case 1000,0.0,0.0,0.0,0,0,0.0,0,0.0,20.0,0.0,0.0
Cup Plas 12oz Trans Soft - Paper Cat,11/11/2014,Paper 4314,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
CUP PLAS TRANS 12 OZ - Paper Cat,11/11/2014,Paper 4314,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
Cup 22oz JJ,11/11/2014,Paper 4314,ea,1490.0,0.0,0.0,0,0,0.0,0,964.0,0.0351,33.8364,526.0
Lid 22oz JJ,11/11/2014,Paper 4314,ea,1287.0,0.0,0.0,0,0,0.0,0,880.0,0.0118,10.384,407.0
Cup 30oz JJ,11/11/2014,Paper 4314,ea,814.0,0.0,0.0,0,0,0.0,0,628.0,0.058499999999999996,36.738,186.0
Lid 30oz JJ,11/11/2014,Paper 4314,ea,1097.0,0.0,0.0,0,0,0.0,0,880.0,0.02,17.6,217.0
Napkins,11/11/2014,Paper 4314,Pack 284,10.0,0.0,0.0,0,0,0.0,0,6.0,2.5979,15.5874,4.0
Bags 8# JJ,11/11/2014,Paper 4314,Box 1000,1.0,0.0,0.0,0,0,0.0,0,0.25,42.92,10.73,0.75
Wrap Sandwich,11/11/2014,Paper 4314,Box 1000,3.5,0.0,0.0,0,0,0.0,0,0.4,22.416749999999997,8.9667,3.1
8X10 Port Pap.,11/11/2014,Paper 4314,Box 500,12.5,0.0,0.0,0,0,0.0,0,3.5,2.7641999999999998,9.6747,9.0
Straws,11/11/2014,Paper 4314,Box 300,15.499999999999998,0.0,0.0,0,0,0.0,0,13.5,1.098,14.823,1.1999999999999993
Pan Liners,11/11/2014,Paper 4314,Box 1000,0.7,0.0,0.0,0,0,0.0,0,0.7,31.145000000000003,21.8015,0.0
Mylar,11/11/2014,Paper 4314,roll 5280,1.5,0.0,0.0,0,0,0.0,0,1.25,81.5764,101.97050000000002,0.25
Cucumber,11/11/2014,Produce 4315,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.6804,0.0,0.0
Iceburg Head ,11/11/2014,Produce 4315,24 Count,0.0,0.0,0.0,0,0,0.0,0,0.0,22.75,0.0,0.0
Lettuce,11/11/2014,Produce 4315,12 Packs,0.0,0.0,0.0,0,0,0.0,0,0.0,2.27,0.0,0.0
Roma Tomatoes,11/11/2014,Produce 4315,lb,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
Yellow Onions,11/11/2014,Produce 4315,lb,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
Lettuce,11/11/2014,Produce 4315,Head Let,54.0,144.0,0.0,0,0,144.0,0,4.0,1.6613,6.6452,194.0
Tomatoes,11/11/2014,Produce 4315,lb,70.0,125.0,0.0,0,0,125.0,0,65.0,1.18,76.7,130.0
Onions,11/11/2014,Produce 4315,lb,30.0,50.0,0.0,0,0,50.0,0,55.0,0.3577,19.6735,25.0
Sprouts,11/11/2014,Produce 4315,lb,2.0,10.0,0.0,0,0,10.0,0,6.0,1.9000000000000001,11.4,6.0
Celery,11/11/2014,Produce 4315,stalk,1.5,7.0,0.0,0,0,7.0,0,6.0,1.4800000000000002,8.88,2.5
Cucumbers,11/11/2014,Produce 4315,ea,24.0,24.0,0.0,0,0,24.0,0,24.0,0.9169999999999999,22.008,24.0
Syrup Coke,11/11/2014,Beverage 4316,gal,4.0,5.0,0.0,0,0,5.0,0,7.0,13.209999999999999,92.47,2.0
Syrup Diet Coke,11/11/2014,Beverage 4316,gal,4.0,5.0,0.0,0,0,5.0,0,7.5,13.21,99.075,1.5
Syrup Sprite,11/11/2014,Beverage 4316,gal,1.0,0.0,0.0,0,0,0.0,0,0.5,13.21,6.605,0.5
Syrup Lemonade Light,11/11/2014,Beverage 4316,gal,2.5,2.5,0.0,0,0,2.5,0,3.5,14.34,50.19,1.5
Syrup Mello Yellow,11/11/2014,Beverage 4316,gal,3.0,0.0,0.0,0,0,0.0,0,2.5,13.780000000000001,34.45,0.5
Syrup Dr. Pepper,11/11/2014,Beverage 4316,gal,3.5,5.0,0.0,0,0,5.0,0,7.0,12.950000000000001,90.65,1.5
Syrup Cherry Coke,11/11/2014,Beverage 4316,gal,7.5,0.0,0.0,0,0,0.0,0,5.0,13.209999999999999,66.05,2.5
Syrup Powerade,11/11/2014,Beverage 4316,gal,1.25,2.5,0.0,0,0,2.5,0,2.5,13.780000000000001,34.45,1.25
Tea Bag Brew Lipton,11/11/2014,Beverage 4316,ea,27.0,0.0,0.0,0,0,0.0,0,9.0,0.9616000000000001,8.6544,18.0
Water (bottle),11/11/2014,Beverage 4316,bottle,67.0,24.0,0.0,0,0,24.0,0,65.0,0.2813,18.2845,26.0
JJ Lunch Box,11/11/2014,Catering 4320,ea,145.0,0.0,0.0,0,0,0.0,0,145.0,0.3234,46.893,0.0
"Tray Cater Cmbo 12"" w / dome lid",11/11/2014,Catering 4320,each,30.0,0.0,0.0,0,0,0.0,0,27.0,0.9653999999999999,26.0658,3.0
"Tray Cater Cmbo 16"" w / dome lid",11/11/2014,Catering 4320,each,26.0,0.0,0.0,0,0,0.0,0,14.0,1.794,25.116,12.0
Party Tray Bags,11/11/2014,Catering 4320,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.7942,0.0,0.0
Mini Loaf,11/18/2014,Bread 4311,ea,773.0,840.0,0.0,0,0,840.0,0,622.0,0.43640000000000007,271.4408,991.0
Wheat,11/18/2014,Bread 4311,ea,34.0,48.0,0.0,0,0,48.0,0,35.0,1.4611,51.1385,47.0
Equal Sugar Substitute,11/18/2014,Food 4312,Case 2000,0.0,0.0,0.0,0,0,0.0,0,0.0,26.94,0.0,0.0
Avo Fresco,11/18/2014,Food 4312,Case,0.0,0.0,0.0,0,0,0.0,0,0.0,1.0,0.0,0.0
Capicola,11/18/2014,Food 4312,lb,19.25,36.7,0.0,0,0,36.7,0,25.25,3.50700198019802,88.5518,30.700000000000003
Salami,11/18/2014,Food 4312,lb,17.75,36.75,0.0,0,0,36.75,0,26.25,3.2279999999999998,84.735,28.25
Ham,11/18/2014,Food 4312,lb,91.25,82.0,0.0,0,0,82.0,0,74.5,2.745,204.5025,98.75
Turkey,11/18/2014,Food 4312,lb,144.25,123.2,0.0,0,0,123.2,0,138.0,2.7366,377.6508,129.45
Beef,11/18/2014,Food 4312,lb,67.75,59.55,0.0,0,0,59.55,0,65.5,4.560700763358779,298.7259,61.8
Bacon,11/18/2014,Food 4312,ea,1200.0,1200.0,0.0,0,0,1200.0,0,1225.0,0.1811,221.84750000000003,1175.0
Cheese,11/18/2014,Food 4312,lb,59.25,139.56,0.0,0,0,139.56,0,90.5,2.698,244.16899999999998,108.31
Mayonnaise,11/18/2014,Food 4312,gal mayo,47.0,12.0,0.0,0,0,12.0,0,48.0,8.8256,423.62879999999996,11.0
Oil,11/18/2014,Food 4312,gal oil,10.5,0.0,0.0,0,0,0.0,0,9.2,8.621804347826087,79.3206,1.3000000000000007
Vinegar,11/18/2014,Food 4312,gal vinegar,10.7,0.0,0.0,0,0,0.0,0,9.7,4.02759793814433,39.0677,1.0
Avocado,11/18/2014,Food 4312,avo can,14.0,12.0,0.0,0,0,12.0,0,16.0,3.2115,51.384,10.0
Peppers Cherry,11/18/2014,Food 4312,Gal Peppers,24.5,4.0,0.0,0,0,4.0,0,25.0,7.6575,191.4375,3.5
Mustard Dijon,11/18/2014,Food 4312,jar dijon,10.5,6.0,0.0,0,0,6.0,0,15.0,5.2774,79.161,1.5
Soy Sauce,11/18/2014,Food 4312,gal soy,3.5,0.0,0.0,-1,0,-1.0,0,2.3,9.715304347826088,22.3452,0.20000000000000018
Tuna,11/18/2014,Food 4312,can tuna,17.5,6.0,0.0,0,0,6.0,0,19.0,8.653,164.407,4.5
Pam Spray,11/18/2014,Food 4312,ea,6.0,0.0,0.0,0,0,0.0,0,5.0,2.5224,12.612000000000002,1.0
Oregano,11/18/2014,Food 4312,cont oregano,2.3,0.0,0.0,0,0,0.0,0,2.2,20.802999999999997,45.7666,0.09999999999999964
Basil,11/18/2014,Food 4312,cont basil,2.3,0.0,0.0,0,0,0.0,0,2.2,5.0,11.0,0.09999999999999964
Sugar,11/18/2014,Food 4312,lb,30.0,0.0,0.0,0,0,0.0,0,15.0,0.43960000000000005,6.594,15.0
Mayo Packets,11/18/2014,Food 4312,Box 204,1.1,1.0,0.0,0,0,1.0,0,1.5,19.763,29.6445,0.6000000000000001
Mustard Packets,11/18/2014,Food 4312,Box 500,0.9,1.0,0.0,0,0,1.0,0,1.2,5.9065,7.0878000000000005,0.7
Sweet n Low Packets,11/18/2014,Food 4312,Case  3000,0.67,0.0,0.0,0,0,0.0,0,0.67,23.232537313432832,15.5658,0.0
Pickles,11/18/2014,Sides 4313,ea,88.0,144.0,0.0,0,0,144.0,0,118.0,0.3481,41.0758,114.0
Chip JJ Reg ,11/18/2014,Sides 4313,ea,158.0,120.0,0.0,0,0,120.0,0,107.0,0.36829999999999996,39.4081,171.0
Chip JJ BBQ ,11/18/2014,Sides 4313,ea,218.0,240.0,0.0,0,0,240.0,0,217.0,0.3688,80.0296,241.0
Chip JJ Jalapeno ,11/18/2014,Sides 4313,ea,190.0,180.0,0.0,0,0,180.0,0,108.0,0.3684,39.7872,262.0
Chip JJ S&V ,11/18/2014,Sides 4313,ea,212.0,120.0,0.0,0,0,120.0,0,167.0,0.3686,61.5562,165.0
Chip JJ Skinny ,11/18/2014,Sides 4313,ea,130.0,60.0,0.0,0,0,60.0,0,129.0,0.4334,55.9086,61.0
Cookie Oatmeal Raisin,11/18/2014,Sides 4313,ea,67.0,56.0,0.0,0,0,56.0,0,96.0,0.46540000000000004,44.6784,27.0
Cookie JJ Triple Choc Chip,11/18/2014,Sides 4313,ea,117.0,112.0,0.0,0,0,112.0,0,114.0,0.5481,62.4834,115.0
Sysco Cup Foam Tall 12 oz,11/18/2014,Paper 4314,Case 1000,0.0,0.0,0.0,0,0,0.0,0,0.0,20.0,0.0,0.0
Cup Plas 12oz Trans Soft - Paper Cat,11/18/2014,Paper 4314,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
CUP PLAS TRANS 12 OZ - Paper Cat,11/18/2014,Paper 4314,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
Cup 22oz JJ,11/18/2014,Paper 4314,ea,964.0,1000.0,0.0,0,0,1000.0,0,1503.0,0.0353,53.055899999999994,461.0
Lid 22oz JJ,11/18/2014,Paper 4314,ea,880.0,1000.0,0.0,0,0,1000.0,0,1480.0,0.012,17.76,400.0
Cup 30oz JJ,11/18/2014,Paper 4314,ea,628.0,750.0,0.0,0,0,750.0,0,1138.0,0.0588,66.9144,240.0
Lid 30oz JJ,11/18/2014,Paper 4314,ea,880.0,1000.0,0.0,0,0,1000.0,0,1666.0,0.0202,33.6532,214.0
Napkins,11/18/2014,Paper 4314,Pack 284,6.0,12.0,0.0,0,0,12.0,0,14.0,2.7950000000000004,39.13,4.0
Bags 8# JJ,11/18/2014,Paper 4314,Box 1000,0.25,1.0,0.0,0,0,1.0,0,0.75,42.46,31.845,0.5
