week_ending_date,Day,Date,No. Of Sales,(A) Total Dollar Sales,(B) Net Less Over rings,(C) Less Net Promo,(D) Net Less Employee Freebies,(E) Royalty Sales
12/23/2014,Thursday,2014-12-18,214,2095.89,0,0.0,0.0,2095.89
12/23/2014,Friday,2014-12-19,234,2336.03,0,0.0,8.89,2327.14
12/23/2014,Saturday,2014-12-20,196,2106.55,0,0.0,10.59,2095.96
12/23/2014,Sunday,2014-12-21,174,1810.32,0,0.0,34.36,1775.96
12/23/2014,Monday,2014-12-22,263,2461.08,0,25.73,34.72,2400.63
12/23/2014,Tuesday,2014-12-23,216,2332.8,0,26.99,20.48,2285.33
12/30/2014,Wednesday,2014-12-24,133,1274.17,0,61.49,27.57,1185.11
12/30/2014,Thursday,2014-12-25,1,0.0,0,0.0,0.0,0.0
12/30/2014,Friday,2014-12-26,208,2048.72,0,0.0,16.58,2032.14
12/30/2014,Saturday,2014-12-27,152,1675.87,0,0.0,34.23,1641.64
12/30/2014,Sunday,2014-12-28,143,1298.2,0,0.0,16.38,1281.82
12/30/2014,Monday,2014-12-29,207,1813.78,0,0.0,21.18,1792.6
12/30/2014,Tuesday,2014-12-30,198,1796.2,0,0.0,28.57,1767.63
