week_ending_date,Shift - 1 Wed AM,Shift - 2 Wed PM,Shift - 3 Thu AM,Shift - 4 Thu PM,Shift - 5 Fri AM,Shift - 6 Fri PM,Shift - 7 Sat AM,Shift - 8 Sat PM,Shift - 9 Sun AM,Shift - 10 Sun PM,Shift - 11 Mon AM,Shift - 12 Mon PM,Shift - 13 Tue AM,Shift - 14 Tue PM,Royalty Sales
10/08/2019,892.17,514.23,1336.12,632.88,1351.71,680.73,1145.87,320.98,930.08,459.92,1155.52,404.71,1203.81,492.0,11520.73
10/15/2019,1207.69,764.47,1198.61,474.39,980.8,527.88,1628.13,400.02,899.55,554.8,1067.21,589.5,1177.6,471.99,11942.64
10/22/2019,1304.53,706.21,1203.31,693.64,1272.26,710.98,1440.21,674.21,937.18,421.22,1388.79,537.82,1191.04,607.98,13089.380000000001
10/08/2019,892.17,514.23,1336.12,632.88,1351.71,680.73,1145.87,320.98,930.08,459.92,1155.52,404.71,1203.81,492.0,11520.73
11/05/2019,877.31,528.95,1267.57,494.55,1170.84,559.29,720.08,629.65,1212.87,392.0,1042.54,796.9,1016.58,667.59,11376.72
11/12/2019,1259.6,768.57,1065.7,430.79,1105.82,530.69,1060.6,452.09,1307.95,414.79,993.45,339.26,1033.58,386.98,11149.87
11/19/2019,932.9,605.82,1255.26,531.16,1322.59,848.98,1433.34,406.32,1012.64,515.97,1200.41,442.61,1171.48,786.51,12465.989999999998
11/26/2019,948.15,674.1,1029.77,498.56,1417.85,951.23,1245.57,450.12,974.55,335.76,1219.74,488.36,1624.42,593.09,12451.27
12/03/2019,1556.3,653.23,0.0,0.0,804.35,441.68,1275.07,424.66,655.44,492.37,1127.03,660.3,1145.98,491.87,9728.28
12/10/2019,1175.81,516.43,1309.13,712.57,1241.95,836.59,1745.07,547.35,1255.51,707.93,1441.36,649.18,931.91,535.11,13605.900000000001
12/17/2019,928.62,581.29,1221.19,616.02,1482.93,644.71,1374.6,744.36,993.76,713.44,1063.96,653.8,1226.49,479.8,12724.97
12/24/2019,1375.02,550.91,1433.12,645.79,1661.08,467.86,1230.45,208.93,1516.42,471.85,1630.63,547.69,1438.4,0.0,13178.150000000001
12/31/2019,0.0,0.0,1055.8,585.44,1390.99,846.38,1016.0,226.47,1024.19,463.98,1363.19,556.06,1078.69,629.36,10236.550000000001
