week_ending_date,Day,Date,No. Of Sales,(A) Total Dollar Sales,(B) Net Less Over rings,(C) Less Net Promo,(D) Net Less Employee Freebies,(E) Royalty Sales
12/06/2016,Thursday,2016-12-01,195,2390.12,0,57.75,92.51,2239.86
12/06/2016,Friday,2016-12-02,212,2472.56,0,0.0,58.86,2413.7
12/06/2016,Saturday,2016-12-03,149,2306.92,0,0.0,9.59,2297.33
12/06/2016,Sunday,2016-12-04,144,2511.77,0,0.0,19.42,2492.35
12/06/2016,Monday,2016-12-05,147,1740.23,0,59.25,19.39,1661.59
12/06/2016,Tuesday,2016-12-06,172,2104.07,0,57.75,51.3,1995.02
12/13/2016,Wednesday,2016-12-07,173,2069.92,0,106.0,39.34,1924.58
12/13/2016,Thursday,2016-12-08,140,1668.94,0,117.39,54.72,1496.83
12/13/2016,Friday,2016-12-09,196,2102.73,0,0.0,65.16,2037.57
12/13/2016,Saturday,2016-12-10,152,1987.04,0,1.69,20.34,1965.01
12/13/2016,Sunday,2016-12-11,124,1555.16,0,0.0,67.17,1487.99
12/13/2016,Monday,2016-12-12,177,2000.86,0,18.65,22.13,1960.08
12/13/2016,Tuesday,2016-12-13,195,2386.88,0,78.05,48.96,2259.87
12/20/2016,Wednesday,2016-12-14,178,1944.27,0,5.25,42.52,1896.5
12/20/2016,Thursday,2016-12-15,183,2158.33,0,115.5,40.76,2002.07
12/20/2016,Friday,2016-12-16,205,2293.3,0,6.52,46.46,2240.32
12/20/2016,Saturday,2016-12-17,152,2081.0,0,0.0,23.39,2057.61
12/20/2016,Sunday,2016-12-18,103,1421.55,0,0.0,19.42,1402.13
12/20/2016,Monday,2016-12-19,216,2636.66,0,14.34,50.76,2571.56
12/20/2016,Tuesday,2016-12-20,207,2507.6,0,0.0,40.76,2466.84
12/27/2016,Wednesday,2016-12-21,228,2626.51,0,0.0,41.47,2585.04
12/27/2016,Thursday,2016-12-22,213,2586.46,0,0.0,61.26,2525.2
12/27/2016,Friday,2016-12-23,175,2141.52,0,0.0,57.2,2084.32
12/27/2016,Saturday,2016-12-24,83,1000.45,0,0.0,31.88,968.57
12/27/2016,Sunday,2016-12-25,0,0.0,0,0.0,0.0,0.0
12/27/2016,Monday,2016-12-26,107,1410.32,0,5.25,19.18,1385.89
12/27/2016,Tuesday,2016-12-27,174,2281.36,0,57.75,53.75,2169.86
