item,week_ending,category,units_of_measure,beginning_units,unit_purchases_1,unit_purchases_2,unit_purchases_3,unit_purchases_4,total_purchased,on_hand_counts,ending_units,unit_cost,ending_value_usd,usage_units,Unnamed: 13
Chip JJ Skinny ,02/23/2021,Sides 4313,ea,98.00,60.0,0.0,0,0,60.0,0,96.00,0.43,41.20,62.0000,41.2032
Cookie Oatmeal Raisin,02/23/2021,Sides 4313,ea,47.00,56.0,0.0,0,0,56.0,0,50.00,0.47,23.44,53.0000,23.435
Cookie JJ Triple Choc Chip,02/23/2021,Sides 4313,ea,195.00,112.0,0.0,0,0,112.0,0,93.00,0.58,53.90,214.0000,53.9028
BAG PAPER CRRYOT 8# LOGO-17-DNU,02/23/2021,Paper 4314,Box 1000,0.00,0.0,0.0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
CUP PLAS PRTN CLR 2 OZ  ,02/23/2021,Paper 4314,250 CT,0.00,0.0,0.0,0,0,0.0,0,0.00,6.93,0.00,0.0000,0.0
Frenchie Checkered Wrap Paper,02/23/2021,Paper 4314,1000 count,0.00,0.0,0.0,0,0,0.0,0,0.00,21.87,0.00,0.0000,0.0
Frenchie Topper (Bag Poly Sleeve),02/23/2021,Paper 4314,1 Case,0.00,0.0,0.0,0,0,0.0,0,0.00,72.44,0.00,0.0000,0.0
LID PLAS MED PRTN 2 OZ,02/23/2021,Paper 4314,125 CT,0.00,0.0,0.0,0,0,0.0,0,0.00,0.83,0.00,0.0000,0.0
Sysco Cup Foam Tall 12 oz,02/23/2021,Paper 4314,Case 1000,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Tray Food Papr 8 oz,02/23/2021,Paper 4314,250 CT,3.25,0.0,0.0,0,0,0.0,0,2.80,5.83,16.31,0.4500,16.31
Cup Plas 14oz Trans Soft - Paper Cat,02/23/2021,Paper 4314,ea,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
CUP PLAS PRTN (Translucent 2 Oz),02/23/2021,Paper 4314,200 CT,0.00,0.0,0.0,0,0,0.0,0,0.00,1.88,0.00,0.0000,0.0
CUP PLAS TRANS 12 OZ - Paper Cat,02/23/2021,Paper 4314,ea,0.00,0.0,0.0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Cup Plas Trans Soft 12 OZ,02/23/2021,Paper 4314,50 CT,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Napkins (Case 12),02/23/2021,Paper 4314,Pack 567,18.00,0.0,0.0,0,0,0.0,0,11.10,2.91,32.35,6.9000,32.3476
LID PLAS CLR F/1.5-2.5 OZ PRTN,02/23/2021,Paper 4314,100 CT,0.00,0.0,0.0,0,0,0.0,0,0.00,0.92,0.00,0.0000,0.0
Cup 22oz JJ,02/23/2021,Paper 4314,ea,"1,223.00",0.0,0.0,0,0,0.0,0,833.00,0.04,31.99,390.0000,31.9872
Lid 22oz JJ,02/23/2021,Paper 4314,ea,"1,500.00",0.0,0.0,0,0,0.0,0,"1,126.00",0.01,11.82,374.0000,11.823
Cup 30oz JJ,02/23/2021,Paper 4314,ea,703.00,0.0,0.0,0,0,0.0,0,438.00,0.06,28.03,265.0000,28.032
Lid 30oz JJ,02/23/2021,Paper 4314,ea,660.00,1000.0,0.0,0,0,1000.0,0,"1,431.00",0.02,25.90,229.0000,25.901099999999996
Bags 8# JJ,02/23/2021,Paper 4314,Box 1000,1.60,0.0,0.0,0,0,0.0,0,0.70,31.85,22.30,0.9000,22.2981
Wrap Sandwich,02/23/2021,Paper 4314,Box 1000,3.50,0.0,0.0,0,0,0.0,0,1.40,20.19,28.27,2.1000,28.266
8X10 Port Pap. (WRAP PAPER DRY WAX),02/23/2021,Paper 4314,Box 500,12.00,12.0,0.0,0,0,12.0,0,15.90,2.76,43.90,8.1000,43.8951
Straws,02/23/2021,Paper 4314,Box 300,0.00,0.0,0.0,0,0,0.0,0,0.00,1.41,0.00,0.0000,0.0
Straws_new (Box 300),02/23/2021,Paper 4314,Box 300,18.00,0.0,0.0,0,0,0.0,0,16.00,1.41,22.49,2.0000,22.4928
Pan Liners,02/23/2021,Paper 4314,Box 1000,0.90,0.0,0.0,0,0,0.0,0,0.90,30.04,27.04,0.0000,27.0399
Mylar (Film PVC roll),02/23/2021,Paper 4314,roll 5280,1.70,0.0,0.0,0,0,0.0,0,1.50,49.62,74.43,0.2000,74.43
Cucumber,02/23/2021,Produce 4315,ea,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Iceburg Head ,02/23/2021,Produce 4315,24 Count,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Lettuce,02/23/2021,Produce 4315,12 Packs,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Roma Tomatoes,02/23/2021,Produce 4315,lb,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Yellow Onions,02/23/2021,Produce 4315,lb,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Lettuce,02/23/2021,Produce 4315,Head Let,95.00,192.0,0.0,0,0,192.0,0,129.00,0.69,88.84,158.0000,88.8423
Tomatoes,02/23/2021,Produce 4315,lb,75.00,225.0,0.0,0,0,225.0,0,126.00,0.68,85.76,174.0000,85.7556
Onions,02/23/2021,Produce 4315,lb,18.00,50.0,0.0,0,0,50.0,0,30.90,0.31,9.61,37.1000,9.613
Celery,02/23/2021,Produce 4315,stalk,1.00,10.0,0.0,0,0,10.0,0,5.50,0.79,4.32,5.5000,4.3208
Cucumbers,02/23/2021,Produce 4315,ea,33.00,45.0,0.0,0,0,45.0,0,46.00,0.54,24.68,32.0000,24.6836
Syrup Lemonade,02/23/2021,Beverage 4316,gal,2.50,0.0,0.0,0,0,0.0,0,1.25,18.28,22.85,1.2500,22.85
Syrup Coke Zero,02/23/2021,Beverage 4316,gal,5.00,0.0,0.0,0,0,0.0,0,3.00,17.53,52.59,2.0000,52.59
Syrup Coke,02/23/2021,Beverage 4316,gal,3.00,0.0,0.0,0,0,0.0,0,2.00,17.53,35.06,1.0000,35.06
Syrup Diet Coke,02/23/2021,Beverage 4316,gal,7.50,0.0,0.0,0,0,0.0,0,6.50,17.52,113.88,1.0000,113.88459999999999
Syrup Sprite,02/23/2021,Beverage 4316,gal,2.50,0.0,0.0,0,0,0.0,0,2.50,17.32,43.29,0.0000,43.292
Syrup Lemonade Light,02/23/2021,Beverage 4316,gal,0.00,0.0,0.0,0,0,0.0,0,0.00,18.96,0.00,0.0000,0.0
Syrup Mello Yellow,02/23/2021,Beverage 4316,gal,0.00,0.0,0.0,0,0,0.0,0,0.00,18.24,0.00,0.0000,0.0
Syrup Dr. Pepper,02/23/2021,Beverage 4316,gal,5.00,0.0,0.0,0,0,0.0,0,2.50,17.18,42.94,2.5000,42.9403
Syrup Cherry Coke,02/23/2021,Beverage 4316,gal,7.50,0.0,0.0,0,0,0.0,0,6.00,17.51,105.06,1.5000,105.0576
Syrup Powerade,02/23/2021,Beverage 4316,gal,2.50,0.0,0.0,0,0,0.0,0,1.75,18.21,31.88,0.7500,31.8756
Tea Bag Brew Lipton,02/23/2021,Beverage 4316,ea,10.00,24.0,0.0,0,0,24.0,0,24.00,0.96,22.97,10.0000,22.9656
Water (bottle),02/23/2021,Beverage 4316,bottle,68.00,0.0,0.0,0,0,0.0,0,12.00,0.28,3.36,56.0000,3.3648
Box - Mini Jimmy 12 CT Sandwich,02/23/2021,Catering 4320,each,27.00,0.0,0.0,0,0,0.0,0,25.00,1.45,36.27,2.0000,36.2725
Box - Mini Jimmy 24 CT Sandwich,02/23/2021,Catering 4320,each,4.00,0.0,0.0,0,0,0.0,0,4.00,1.61,6.42,0.0000,6.4244
Box w/window - Jimmy 6 pk Cookie,02/23/2021,Catering 4320,each,0.00,0.0,0.0,0,0,0.0,0,0.00,0.25,0.00,0.0000,0.0
Foam Plates,02/23/2021,Catering 4320,each,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
JMYJOHN BOX LUNCH LIL’ (JJ),02/23/2021,Catering 4320,each,101.00,0.0,0.0,0,0,0.0,0,90.00,0.23,21.01,11.0000,21.006
JMYJOHN P BOX SANDWICH CATERING 18 PC ,02/23/2021,Catering 4320,ea,37.00,0.0,0.0,0,0,0.0,0,35.00,1.39,48.48,2.0000,48.475
JMYJOHN P BOX SANDWICH CATERING 30 PC ,02/23/2021,Catering 4320,ea,18.00,0.0,0.0,0,0,0.0,0,17.00,1.54,26.15,1.0000,26.1528
Paper Bag - Mini Jimmy Sandwich,02/23/2021,Catering 4320,Case 500,0.00,0.0,0.0,0,0,0.0,0,0.00,22.15,0.00,0.0000,0.0
Pickle Container - clear plastic w/lid & label,02/23/2021,Catering 4320,each,0.00,0.0,0.0,0,0,0.0,0,0.00,0.20,0.00,0.0000,0.0
Plastic Knives,02/23/2021,Catering 4320,Box 1000,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
JJ Lunch Box,02/23/2021,Catering 4320,ea,12.00,125.0,0.0,0,0,125.0,0,114.00,0.30,34.17,23.0000,34.1658
"Tray Cater Cmbo 12"" w / dome lid",02/23/2021,Catering 4320,each,0.00,0.0,0.0,0,0,0.0,0,0.00,0.97,0.00,0.0000,0.0
"Tray Cater Cmbo 16"" w / dome lid",02/23/2021,Catering 4320,each,0.00,0.0,0.0,0,0,0.0,0,0.00,1.47,0.00,0.0000,0.0
Party Tray Bags,02/23/2021,Catering 4320,ea,0.00,0.0,0.0,0,0,0.0,0,0.00,0.79,0.00,0.0000,0.0
Tall Foam Cup,02/23/2021,Operating Supplies 5220,ea,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
French Bread 32 ct,03/02/2021,Bread 4311,ea,404.00,1248.0,0.0,0,0,1248.0,0,508.00,0.45,230.63,"1,144.0000",230.632
Wheat Sub -  9 Grain Roll,03/02/2021,Bread 4311,ea,0.00,0.0,0.0,0,0,0.0,0,0.00,0.58,0.00,0.0000,0.0
Wheat,03/02/2021,Bread 4311,ea,28.00,16.0,0.0,0,0,16.0,0,13.00,1.46,19.02,31.0000,19.0203
Butter (salted),03/02/2021,Food 4312,1 lb Stick,0.00,0.0,0.0,0,0,0.0,0,0.00,3.03,0.00,0.0000,0.0
Buttermilk,03/02/2021,Food 4312,Quart,0.00,0.0,0.0,0,0,0.0,0,0.00,1.60,0.00,0.0000,0.0
Buttermilk (0.5 gal),03/02/2021,Food 4312,0.5 gal,0.00,0.0,0.0,0,0,0.0,0,0.00,2.99,0.00,0.0000,0.0
CHEESE PARM SHAVED S.AMER ,03/02/2021,Food 4312,lb,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
CROUTON SEASONED CUBE ZTF ,03/02/2021,Food 4312,lb,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
DRESSING CAESAR WITH EGG SYS IMP,03/02/2021,Food 4312,gal,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Equal Sugar Substitute,03/02/2021,Food 4312,Case 2000,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Hard Boiled Whole Eggs,03/02/2021,Food 4312,ea,0.00,0.0,0.0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Ken's Creole Pepper Sauce,03/02/2021,Food 4312,gal,1.30,0.0,0.0,0,0,0.0,0,0.30,18.65,5.59,1.0000,5.5942
Ken's Glaze Fig & Balsamic ,03/02/2021,Food 4312,gal,0.00,0.0,0.0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Kickin Ranch Dressing Mix,03/02/2021,Food 4312,Container 3.2oz,9.00,0.0,0.0,0,0,0.0,0,7.00,1.42,9.94,2.0000,9.9442
Pepper Jalapeno Slices,03/02/2021,Food 4312,gal,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Ranch portioned  ,03/02/2021,Food 4312,Cup,0.00,0.0,0.0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Ranch prepped ,03/02/2021,Food 4312,gal,0.00,0.0,0.0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Rotisserie Shredded Chicken,03/02/2021,Food 4312,lb,46.60,0.0,0.0,0,0,0.0,0,18.00,3.35,60.24,28.6000,60.2388
SPICE GARLIC SALT W/PARSLEY  ,03/02/2021,Food 4312,ea,0.00,0.0,0.0,0,0,0.0,0,0.00,8.35,0.00,0.0000,0.0
TRAY FOOD PAPER 8OZ ,03/02/2021,Food 4312,250 CT,0.00,0.0,0.0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
TRAY FOOD PAPR NAT 8OZ,03/02/2021,Food 4312,1/1000 CT,0.00,0.0,0.0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
TRAY FOOD PAPR RED PLAID 8OZ,03/02/2021,Food 4312,ea,0.00,0.0,0.0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
"WRAP TORTILLA HERB GLC 12""",03/02/2021,Food 4312,ea,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Avo Fresco,03/02/2021,Food 4312,Case,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Capicola,03/02/2021,Food 4312,lb,51.55,37.05,0.0,0,0,37.05,0,34.00,3.11,105.57,54.6000,105.57
Salami,03/02/2021,Food 4312,lb,47.05,38.05,0.0,0,0,38.05,0,24.85,3.14,77.98,60.2500,77.9768
Ham,03/02/2021,Food 4312,lb,62.30,171.05,0.0,0,0,171.05,0,119.15,2.69,320.22,114.2000,320.2156
Turkey,03/02/2021,Food 4312,lb,124.95,174.3,0.0,0,0,174.3,0,135.00,3.03,408.94,164.2500,408.942
Beef,03/02/2021,Food 4312,lb,46.05,62.75,0.0,0,0,62.75,0,62.00,4.20,260.39,46.8000,260.3938
BACON - SLI APPLWD SMKD CKD,03/02/2021,Food 4312,ea,846.00,1200.0,0.0,0,0,1200.0,0,952.00,0.20,189.54,"1,094.0000",189.5432
Cheese,03/02/2021,Food 4312,lb,85.62,169.05,0.0,0,0,169.05,0,94.60,2.73,258.04,160.0700,258.0404
Mayonnaise,03/02/2021,Food 4312,gal mayo,39.80,12.0,0.0,0,0,12.0,0,39.00,7.97,310.86,12.8000,310.8573
Oil,03/02/2021,Food 4312,gal oil,10.40,0.0,0.0,0,0,0.0,0,8.30,9.41,78.08,2.1000,78.0839
Vinegar,03/02/2021,Food 4312,gal vinegar,11.80,0.0,0.0,0,0,0.0,0,10.70,3.94,42.21,1.1000,42.2051
Avocado,03/02/2021,Food 4312,avo can,13.00,12.0,0.0,0,0,12.0,0,10.20,3.10,31.57,14.8000,31.571
Peppers Cherry,03/02/2021,Food 4312,Gal Peppers,21.20,4.0,0.0,0,0,4.0,0,19.00,7.05,133.86,6.2000,133.8607
Mustard Dijon,03/02/2021,Food 4312,jar dijon,11.60,0.0,0.0,0,0,0.0,0,9.20,5.31,48.88,2.4000,48.8824
MUSTARD WHL GRAIN ,03/02/2021,Food 4312,32 oz jar,6.80,6.0,0.0,0,0,6.0,0,11.40,5.87,66.91,1.4000,66.9134
Soy Sauce,03/02/2021,Food 4312,gal soy,2.30,0.0,0.0,0,0,0.0,0,2.20,11.43,25.15,0.1000,25.1491
Tuna Chunk - pouch,03/02/2021,Food 4312,Pouch tuna (48oz),8.40,0.0,0.0,0,0,0.0,0,3.50,8.27,28.94,4.9000,28.935600000000004
Pan Spray,03/02/2021,Food 4312,ea,2.00,0.0,0.0,0,0,0.0,0,1.00,3.06,3.06,1.0000,3.0561
Oregano,03/02/2021,Food 4312,cont oregano,0.60,0.0,0.0,0,0,0.0,0,0.50,23.49,11.75,0.1000,11.7452
Basil,03/02/2021,Food 4312,cont basil,0.60,0.0,0.0,0,0,0.0,0,0.50,5.65,2.83,0.1000,2.825
Sugar,03/02/2021,Food 4312,lb,33.00,0.0,0.0,0,0,0.0,0,11.00,0.77,8.43,22.0000,8.4271
Mayo Packets,03/02/2021,Food 4312,Box 204,1.60,1.0,0.0,0,0,1.0,0,1.00,17.14,17.14,1.6000,17.1426
Mustard Packets,03/02/2021,Food 4312,Box 500,1.40,1.0,0.0,0,0,1.0,0,1.30,5.96,7.75,1.1000,7.746199999999999
Sweet n Low Packets,03/02/2021,Food 4312,Case  3000,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Pickles,03/02/2021,Sides 4313,ea,151.00,216.0,0.0,0,0,216.0,0,72.00,0.33,23.60,295.0000,23.6016
Chip JJ Reg ,03/02/2021,Sides 4313,ea,121.00,180.0,0.0,0,0,180.0,0,98.00,0.36,35.75,203.0000,35.7504
Chip JJ BBQ ,03/02/2021,Sides 4313,ea,108.00,300.0,0.0,0,0,300.0,0,106.00,0.36,38.68,302.0000,38.6794
Chip JJ Jalapeno ,03/02/2021,Sides 4313,ea,140.00,240.0,0.0,0,0,240.0,0,73.00,0.36,26.64,307.0000,26.6377
Chip JJ S&V ,03/02/2021,Sides 4313,ea,108.00,240.0,0.0,0,0,240.0,0,98.00,0.36,35.76,250.0000,35.7602
Chip JJ Skinny ,03/02/2021,Sides 4313,ea,96.00,120.0,0.0,0,0,120.0,0,135.00,0.43,58.01,81.0000,58.0095
Cookie Oatmeal Raisin,03/02/2021,Sides 4313,ea,50.00,56.0,0.0,0,0,56.0,0,33.00,0.47,15.47,73.0000,15.4704
Cookie JJ Triple Choc Chip,03/02/2021,Sides 4313,ea,93.00,280.0,0.0,0,0,280.0,0,137.00,0.58,79.51,236.0000,79.5148
BAG PAPER CRRYOT 8# LOGO-17-DNU,03/02/2021,Paper 4314,Box 1000,0.00,0.0,0.0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
CUP PLAS PRTN CLR 2 OZ  ,03/02/2021,Paper 4314,250 CT,0.00,0.0,0.0,0,0,0.0,0,0.00,6.93,0.00,0.0000,0.0
Frenchie Checkered Wrap Paper,03/02/2021,Paper 4314,1000 count,0.00,0.0,0.0,0,0,0.0,0,0.00,21.87,0.00,0.0000,0.0
Frenchie Topper (Bag Poly Sleeve),03/02/2021,Paper 4314,1 Case,0.00,0.0,0.0,0,0,0.0,0,0.00,72.44,0.00,0.0000,0.0
LID PLAS MED PRTN 2 OZ,03/02/2021,Paper 4314,125 CT,0.00,0.0,0.0,0,0,0.0,0,0.00,0.83,0.00,0.0000,0.0
Sysco Cup Foam Tall 12 oz,03/02/2021,Paper 4314,Case 1000,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Tray Food Papr 8 oz,03/02/2021,Paper 4314,250 CT,2.80,0.0,0.0,0,0,0.0,0,2.50,5.83,14.56,0.3000,14.5625
Cup Plas 14oz Trans Soft - Paper Cat,03/02/2021,Paper 4314,ea,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
CUP PLAS PRTN (Translucent 2 Oz),03/02/2021,Paper 4314,200 CT,0.00,0.0,0.0,0,0,0.0,0,0.00,1.88,0.00,0.0000,0.0
CUP PLAS TRANS 12 OZ - Paper Cat,03/02/2021,Paper 4314,ea,0.00,0.0,0.0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Cup Plas Trans Soft 12 OZ,03/02/2021,Paper 4314,50 CT,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Napkins (Case 12),03/02/2021,Paper 4314,Pack 567,11.10,12.0,0.0,0,0,12.0,0,11.00,2.92,32.11,12.1000,32.1134
LID PLAS CLR F/1.5-2.5 OZ PRTN,03/02/2021,Paper 4314,100 CT,0.00,0.0,0.0,0,0,0.0,0,0.00,0.92,0.00,0.0000,0.0
Cup 22oz JJ,03/02/2021,Paper 4314,ea,833.00,0.0,0.0,0,0,0.0,0,148.00,0.04,5.68,685.0000,5.6832
Lid 22oz JJ,03/02/2021,Paper 4314,ea,"1,126.00",0.0,0.0,0,0,0.0,0,478.00,0.01,5.02,648.0000,5.019
Cup 30oz JJ,03/02/2021,Paper 4314,ea,438.00,750.0,0.0,0,0,750.0,0,900.00,0.06,57.78,288.0000,57.78000000000001
Lid 30oz JJ,03/02/2021,Paper 4314,ea,"1,431.00",0.0,0.0,0,0,0.0,0,"1,108.00",0.02,20.05,323.0000,20.0548
Bags 8# JJ,03/02/2021,Paper 4314,Box 1000,0.70,0.0,0.5,0,0,0.5,0,0.20,33.56,6.71,1.0000,6.711999999999999
Wrap Sandwich,03/02/2021,Paper 4314,Box 1000,1.40,3.0,0.0,0,0,3.0,0,1.80,20.24,36.44,2.6000,36.4405
8X10 Port Pap. (WRAP PAPER DRY WAX),03/02/2021,Paper 4314,Box 500,15.90,0.0,0.0,0,0,0.0,0,5.20,2.76,14.36,10.7000,14.3556
Straws,03/02/2021,Paper 4314,Box 300,0.00,0.0,0.0,0,0,0.0,0,0.00,1.41,0.00,0.0000,0.0
Straws_new (Box 300),03/02/2021,Paper 4314,Box 300,16.00,0.0,0.0,0,0,0.0,0,13.00,1.41,18.28,3.0000,18.2754
Pan Liners,03/02/2021,Paper 4314,Box 1000,0.90,0.0,0.0,0,0,0.0,0,0.80,30.04,24.04,0.1000,24.0354
Mylar (Film PVC roll),03/02/2021,Paper 4314,roll 5280,1.50,0.0,0.0,0,0,0.0,0,1.30,49.62,64.51,0.2000,64.506
Cucumber,03/02/2021,Produce 4315,ea,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Iceburg Head ,03/02/2021,Produce 4315,24 Count,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Lettuce,03/02/2021,Produce 4315,12 Packs,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Roma Tomatoes,03/02/2021,Produce 4315,lb,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Yellow Onions,03/02/2021,Produce 4315,lb,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Lettuce,03/02/2021,Produce 4315,Head Let,129.00,192.0,0.0,0,0,192.0,0,137.00,0.67,91.82,184.0000,91.8174
Tomatoes,03/02/2021,Produce 4315,lb,126.00,168.75,0.0,0,0,168.75,0,110.00,0.61,66.87,184.7500,66.869
Onions,03/02/2021,Produce 4315,lb,30.90,50.0,0.0,0,0,50.0,0,34.00,0.28,9.56,46.9000,9.5608
Celery,03/02/2021,Produce 4315,stalk,5.50,6.0,0.0,0,0,6.0,0,7.00,0.77,5.38,4.5000,5.3823
Cucumbers,03/02/2021,Produce 4315,ea,46.00,0.0,0.0,0,0,0.0,0,17.00,0.54,9.12,29.0000,9.1222
Syrup Lemonade,03/02/2021,Beverage 4316,gal,1.25,2.5,0.0,0,0,2.5,0,3.00,18.28,54.84,0.7500,54.84
Syrup Coke Zero,03/02/2021,Beverage 4316,gal,3.00,5.0,0.0,0,0,5.0,0,6.50,17.53,113.95,1.5000,113.94499999999998
Syrup Coke,03/02/2021,Beverage 4316,gal,2.00,5.0,0.0,0,0,5.0,0,4.50,17.53,78.89,2.5000,78.885
Syrup Diet Coke,03/02/2021,Beverage 4316,gal,6.50,0.0,0.0,0,0,0.0,0,3.00,17.52,52.56,3.5000,52.5621
Syrup Sprite,03/02/2021,Beverage 4316,gal,2.50,0.0,0.0,0,0,0.0,0,1.00,17.32,17.32,1.5000,17.3168
Syrup Lemonade Light,03/02/2021,Beverage 4316,gal,0.00,0.0,0.0,0,0,0.0,0,0.00,18.96,0.00,0.0000,0.0
Syrup Mello Yellow,03/02/2021,Beverage 4316,gal,0.00,0.0,0.0,0,0,0.0,0,0.00,18.24,0.00,0.0000,0.0
Syrup Dr. Pepper,03/02/2021,Beverage 4316,gal,2.50,5.0,0.0,0,0,5.0,0,4.00,17.18,68.72,3.5000,68.716
Syrup Cherry Coke,03/02/2021,Beverage 4316,gal,6.00,0.0,0.0,0,0,0.0,0,4.00,17.51,70.04,2.0000,70.0384
Syrup Powerade,03/02/2021,Beverage 4316,gal,1.75,2.5,0.0,0,0,2.5,0,3.00,18.25,54.76,1.2500,54.759299999999996
Tea Bag Brew Lipton,03/02/2021,Beverage 4316,ea,24.00,0.0,0.0,0,0,0.0,0,4.00,0.96,3.83,20.0000,3.8276
Water (bottle),03/02/2021,Beverage 4316,bottle,12.00,48.0,0.0,0,0,48.0,0,25.00,0.20,5.10,35.0000,5.095
Box - Mini Jimmy 12 CT Sandwich,03/02/2021,Catering 4320,each,25.00,0.0,0.0,0,0,0.0,0,25.00,1.45,36.27,0.0000,36.2725
Box - Mini Jimmy 24 CT Sandwich,03/02/2021,Catering 4320,each,4.00,0.0,0.0,0,0,0.0,0,4.00,1.61,6.42,0.0000,6.4244
Box w/window - Jimmy 6 pk Cookie,03/02/2021,Catering 4320,each,0.00,0.0,0.0,0,0,0.0,0,0.00,0.25,0.00,0.0000,0.0
Foam Plates,03/02/2021,Catering 4320,each,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
JMYJOHN BOX LUNCH LIL’ (JJ),03/02/2021,Catering 4320,each,90.00,0.0,0.0,0,0,0.0,0,64.00,0.23,14.94,26.0000,14.9376
JMYJOHN P BOX SANDWICH CATERING 18 PC ,03/02/2021,Catering 4320,ea,35.00,0.0,0.0,0,0,0.0,0,33.00,1.39,45.71,2.0000,45.705
JMYJOHN P BOX SANDWICH CATERING 30 PC ,03/02/2021,Catering 4320,ea,17.00,0.0,0.0,0,0,0.0,0,9.00,1.54,13.85,8.0000,13.8456
Paper Bag - Mini Jimmy Sandwich,03/02/2021,Catering 4320,Case 500,0.00,0.0,0.0,0,0,0.0,0,0.00,22.15,0.00,0.0000,0.0
Pickle Container - clear plastic w/lid & label,03/02/2021,Catering 4320,each,0.00,0.0,0.0,0,0,0.0,0,0.00,0.20,0.00,0.0000,0.0
Plastic Knives,03/02/2021,Catering 4320,Box 1000,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
JJ Lunch Box,03/02/2021,Catering 4320,ea,114.00,0.0,0.0,0,0,0.0,0,106.00,0.30,31.77,8.0000,31.768200000000004
"Tray Cater Cmbo 12"" w / dome lid",03/02/2021,Catering 4320,each,0.00,0.0,0.0,0,0,0.0,0,0.00,0.97,0.00,0.0000,0.0
"Tray Cater Cmbo 16"" w / dome lid",03/02/2021,Catering 4320,each,0.00,0.0,0.0,0,0,0.0,0,0.00,1.47,0.00,0.0000,0.0
Party Tray Bags,03/02/2021,Catering 4320,ea,0.00,0.0,0.0,0,0,0.0,0,0.00,0.79,0.00,0.0000,0.0
Tall Foam Cup,03/02/2021,Operating Supplies 5220,ea,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
French Bread 32 ct,03/09/2021,Bread 4311,ea,508.00,1152.0,0.0,0,0,1152.0,0,555.00,0.45,252.03,"1,105.0000",252.0255
Wheat Sub -  9 Grain Roll,03/09/2021,Bread 4311,ea,0.00,0.0,0.0,0,0,0.0,0,0.00,0.58,0.00,0.0000,0.0
Wheat,03/09/2021,Bread 4311,ea,13.00,48.0,0.0,0,0,48.0,0,25.00,1.46,36.61,36.0000,36.6075
Butter (salted),03/09/2021,Food 4312,1 lb Stick,0.00,0.0,0.0,0,0,0.0,0,0.00,3.03,0.00,0.0000,0.0
Buttermilk,03/09/2021,Food 4312,Quart,0.00,0.0,0.0,0,0,0.0,0,0.00,1.60,0.00,0.0000,0.0
Buttermilk (0.5 gal),03/09/2021,Food 4312,0.5 gal,0.00,0.0,0.0,0,0,0.0,0,0.00,2.99,0.00,0.0000,0.0
CHEESE PARM SHAVED S.AMER ,03/09/2021,Food 4312,lb,0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.00,0,0.0
CROUTON SEASONED CUBE ZTF ,03/09/2021,Food 4312,lb,0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.00,0,0.0
DRESSING CAESAR WITH EGG SYS IMP,03/09/2021,Food 4312,gal,0,0.0,0.0,0,0,0.0,0,0.00,4.00,0.00,0,0.0
