item,week_ending,category,units_of_measure,beginning_units,unit_purchases_1,unit_purchases_2,unit_purchases_3,unit_purchases_4,total_purchased,on_hand_counts,ending_units,unit_cost,ending_value_usd,usage_units,Unnamed: 13
Avo Fresco,11/02/2021,Food 4312,Case,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Capicola,11/02/2021,Food 4312,lb,55.00,315.15,0.0,-234,0,80.54999999999995,0,79.00,3.60,284.08,56.5500,284.084
Salami,11/02/2021,Food 4312,lb,103.00,38.45,0.0,0,0,38.45,0,90.00,3.62,325.62,51.4500,325.62
Ham,11/02/2021,Food 4312,lb,101.00,129.7,0.0,0,0,129.7,0,119.00,2.41,286.67,111.7000,286.671
Turkey,11/02/2021,Food 4312,lb,142.50,443.95,0.0,-307,0,136.0,0,176.00,3.38,595.06,102.5000,595.056
Beef,11/02/2021,Food 4312,lb,25.50,369.65,0.0,-190,0,178.89999999999998,0,108.00,4.74,512.03,96.4000,512.028
BACON - SLI APPLWD SMKD CKD,11/02/2021,Food 4312,ea,"1,179.00",1200.0,0.0,0,0,1200.0,0,"1,375.00",0.29,397.51,"1,004.0000",397.51249999999993
Cheese,11/02/2021,Food 4312,lb,85.00,168.32,0.0,0,0,168.32,0,108.00,2.45,264.82,145.3200,264.816
Mayonnaise,11/02/2021,Food 4312,gal mayo,44.00,8.0,0.0,0,0,8.0,0,38.00,7.97,303.05,14.0000,303.0462
Oil,11/02/2021,Food 4312,gal oil,9.40,0.0,0.0,0,0,0.0,0,7.60,14.61,111.04,1.8000,111.036
Vinegar,11/02/2021,Food 4312,gal vinegar,9.60,0.0,0.0,0,0,0.0,0,9.10,3.97,36.12,0.5000,36.1152
Avocado,11/02/2021,Food 4312,avo can,12.40,12.0,0.0,0,0,12.0,0,13.10,3.10,40.61,11.3000,40.61
Peppers Cherry,11/02/2021,Food 4312,Gal Peppers,17.00,8.0,0.0,0,0,8.0,0,19.25,7.06,135.95,5.7500,135.9512
Mustard Dijon,11/02/2021,Food 4312,jar dijon,13.00,6.0,0.0,0,0,6.0,0,17.00,5.28,89.79,2.0000,89.7872
MUSTARD WHL GRAIN ,11/02/2021,Food 4312,32 oz jar,10.00,0.0,0.0,0,0,0.0,0,8.90,5.88,52.33,1.1000,52.3311
Soy Sauce,11/02/2021,Food 4312,gal soy,4.20,0.0,0.0,0,0,0.0,0,4.10,10.51,43.09,0.1000,43.0881
Tuna Chunk - pouch,11/02/2021,Food 4312,Pouch tuna (48oz),4.50,6.0,0.0,0,0,6.0,0,6.30,8.28,52.16,4.2000,52.164
Pan Spray,11/02/2021,Food 4312,ea,4.00,0.0,0.0,0,0,0.0,0,3.00,3.45,10.35,1.0000,10.3497
Oregano,11/02/2021,Food 4312,cont oregano,0.60,0.0,0.0,0,0,0.0,0,0.50,23.58,11.79,0.1000,11.79
Basil,11/02/2021,Food 4312,cont basil,0.60,0.0,0.0,0,0,0.0,0,0.50,5.67,2.84,0.1000,2.835
Sugar,11/02/2021,Food 4312,lb,15.00,25.0,0.0,0,0,25.0,0,20.00,0.83,16.56,20.0000,16.564
Mayo Packets,11/02/2021,Food 4312,Box 204,2.10,1.0,0.0,0,0,1.0,0,1.30,17.16,22.31,1.8000,22.308
Mustard Packets,11/02/2021,Food 4312,Box 500,1.60,1.0,0.0,0,0,1.0,0,1.50,6.03,9.05,1.1000,9.045
Sweet n Low Packets,11/02/2021,Food 4312,Case  3000,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
PICKLE DILL WHOLE 52-68 REFR,11/02/2021,Sides 4313,ea,173.00,240.0,0.0,0,0,240.0,0,180.00,0.33,59.44,233.0000,59.436
Potato Chip BBQ,11/02/2021,Sides 4313,ea,389.00,0.0,0.0,0,0,0.0,0,36.00,0.38,13.65,353.0000,13.654799999999998
Potato Chip Jalapeno,11/02/2021,Sides 4313,ea,158.00,360.0,0.0,0,0,360.0,0,233.00,0.38,88.38,285.0000,88.3769
Potato Chip Regular,11/02/2021,Sides 4313,ea,485.00,0.0,144.0,0,0,144.0,0,221.00,0.38,83.83,408.0000,83.8253
Potato Chip Salt & Vinegar,11/02/2021,Sides 4313,ea,135.00,0.0,144.0,0,0,144.0,0,63.00,0.38,23.90,216.0000,23.8959
Potato Chip Thinny,11/02/2021,Sides 4313,ea,0.00,0.0,0.0,0,0,0.0,0,0.00,0.45,0.00,0.0000,0.0
Pickles,11/02/2021,Sides 4313,ea,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Cookie Oatmeal Raisin,11/02/2021,Sides 4313,ea,74.00,56.0,0.0,0,0,56.0,0,82.00,0.47,38.16,48.0000,38.1628
Cookie JJ Triple Choc Chip,11/02/2021,Sides 4313,ea,267.00,280.0,0.0,0,0,280.0,0,362.00,0.57,207.10,185.0000,207.10020000000003
Sysco Cup Foam Tall 12 oz,11/02/2021,Paper 4314,Case 1000,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
TRAY FOOD PAPER 8OZ ,11/02/2021,Paper 4314,250 CT,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
TRAY FOOD PAPR NAT 8OZ,11/02/2021,Paper 4314,1/1000 CT,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
TRAY FOOD PAPR RED PLAID 8OZ,11/02/2021,Paper 4314,ea,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Cup Plas 14oz Trans Soft - Paper Cat,11/02/2021,Paper 4314,ea,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Cup Plas Trans Soft 12 OZ,11/02/2021,Paper 4314,50 CT,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Napkins (Case 12),11/02/2021,Paper 4314,Pack 567,6.50,12.0,0.0,0,0,12.0,0,8.00,2.92,23.39,10.5000,23.3936
Cup 22oz JJ,11/02/2021,Paper 4314,ea,761.00,1000.0,0.0,0,0,1000.0,0,"1,090.00",0.04,45.24,671.0000,45.235
Lid 22oz JJ,11/02/2021,Paper 4314,ea,261.00,0.0,0.0,0,0,0.0,0,500.00,0.01,6.60,-239.0000,6.6
Cup 30oz JJ,11/02/2021,Paper 4314,ea,0.00,0.0,0.0,0,0,0.0,0,0.00,0.07,0.00,0.0000,0.0
Lid 30oz JJ,11/02/2021,Paper 4314,ea,"1,256.00",0.0,0.0,0,0,0.0,0,"1,125.00",0.02,25.31,131.0000,25.3125
Bags 8# JJ,11/02/2021,Paper 4314,Box 1000,1.50,0.0,0.0,0,0,0.0,0,0.70,37.72,26.41,0.8000,26.4064
Wrap Sandwich,11/02/2021,Paper 4314,Box 1000,0.60,3.0,0.0,0,0,3.0,0,0.60,22.38,13.43,3.0000,13.425999999999998
8X10 Port Pap. (WRAP PAPER DRY WAX),11/02/2021,Paper 4314,Box 500,4.80,12.0,0.0,0,0,12.0,0,6.30,3.00,18.92,10.5000,18.9158
Straws Red,11/02/2021,Paper 4314,Box 300,9.50,0.0,0.0,0,0,0.0,0,6.50,2.09,13.58,3.0000,13.584399999999999
Pan Liners,11/02/2021,Paper 4314,Box 1000,0.30,0.0,0.0,0,0,0.0,0,0.20,31.73,6.35,0.1000,6.346
Mylar (Film PVC roll),11/02/2021,Paper 4314,roll 5280,0.20,1.0,0.0,0,0,1.0,0,0.80,53.79,43.03,0.4000,43.032
Cucumber,11/02/2021,Produce 4315,ea,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Iceburg Head ,11/02/2021,Produce 4315,24 Count,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Lettuce,11/02/2021,Produce 4315,12 Packs,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Roma Tomatoes,11/02/2021,Produce 4315,lb,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Yellow Onions,11/02/2021,Produce 4315,lb,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Lettuce,11/02/2021,Produce 4315,Head Let,106.00,240.0,0.0,0,0,240.0,0,106.00,1.67,176.67,240.0000,176.6702
Tomatoes,11/02/2021,Produce 4315,lb,143.00,175.0,0.0,0,0,175.0,0,114.50,1.00,114.50,203.5000,114.5
Onions,11/02/2021,Produce 4315,lb,30.00,100.0,0.0,0,0,100.0,0,81.00,0.52,42.11,49.0000,42.111900000000006
Celery,11/02/2021,Produce 4315,stalk,8.50,6.0,0.0,0,0,6.0,0,9.00,0.97,8.76,5.5000,8.757
Cucumbers,11/02/2021,Produce 4315,ea,31.00,45.0,0.0,0,0,45.0,0,50.00,0.43,21.61,26.0000,21.61
MINUTE MAID,11/02/2021,Beverage 4316,bottle,0.00,0.0,0.0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Syrup Lemonade,11/02/2021,Beverage 4316,gal,2.00,2.5,0.0,0,0,2.5,0,3.50,18.28,63.98,1.0000,63.97999999999999
WATER BOTTLED SPRING,11/02/2021,Beverage 4316,each,0.00,0.0,0.0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Syrup Coke Zero,11/02/2021,Beverage 4316,gal,2.00,5.0,0.0,0,0,5.0,0,5.50,17.54,96.48,1.5000,96.4788
Syrup Coke,11/02/2021,Beverage 4316,gal,1.00,5.0,0.0,0,0,5.0,0,3.00,17.53,52.59,3.0000,52.59
Syrup Diet Coke,11/02/2021,Beverage 4316,gal,5.00,0.0,0.0,0,0,0.0,0,2.50,17.53,43.83,2.5000,43.825
Syrup Sprite,11/02/2021,Beverage 4316,gal,5.50,0.0,0.0,0,0,0.0,0,4.50,17.53,78.89,1.0000,78.885
Syrup Dr. Pepper,11/02/2021,Beverage 4316,gal,2.50,5.0,0.0,0,0,5.0,0,3.00,17.18,51.54,4.5000,51.54
Syrup Cherry Coke,11/02/2021,Beverage 4316,gal,4.00,5.0,0.0,0,0,5.0,0,6.50,17.53,113.95,2.5000,113.94499999999998
Syrup Powerade,11/02/2021,Beverage 4316,gal,3.00,0.0,0.0,0,0,0.0,0,1.50,18.28,27.42,1.5000,27.42
Tea Bag Brew Lipton,11/02/2021,Beverage 4316,ea,23.00,0.0,0.0,0,0,0.0,0,9.00,0.96,8.62,14.0000,8.6238
Water (bottle),11/02/2021,Beverage 4316,bottle,54.00,24.0,0.0,0,0,24.0,0,49.00,0.28,13.78,29.0000,13.7837
Box - Mini Jimmy 12 CT Sandwich,11/02/2021,Catering 4320,each,18.00,0.0,0.0,0,0,0.0,0,17.00,1.49,25.28,1.0000,25.2773
Box - Mini Jimmy 24 CT Sandwich,11/02/2021,Catering 4320,each,0.00,0.0,0.0,0,0,0.0,0,0.00,1.61,0.00,0.0000,0.0
Foam Plates,11/02/2021,Catering 4320,each,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
JMYJOHN P BOX SANDWICH CATERING 18 PC ,11/02/2021,Catering 4320,ea,17.00,0.0,0.0,0,0,0.0,0,11.00,1.39,15.27,6.0000,15.269099999999998
JMYJOHN P BOX SANDWICH CATERING 30 PC ,11/02/2021,Catering 4320,ea,27.00,0.0,0.0,0,0,0.0,0,20.00,1.69,33.74,7.0000,33.74
LIL' Box Lunch,11/02/2021,Catering 4320,each,0.00,375.0,0.0,0,0,375.0,0,251.00,0.26,64.28,124.0000,64.2811
Plastic Knives,11/02/2021,Catering 4320,Box 1000,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
JJ Lunch Box,11/02/2021,Catering 4320,ea,86.00,125.0,0.0,0,0,125.0,0,207.00,0.32,66.59,4.0000,66.5919
JMYJOHN TAPE REGISTER THERM 3.1X315,11/02/2021,Operating Supplies 5220,each,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
WIPE ANTIBACTERIAL PROBE,11/02/2021,Operating Supplies 5220,each,0.00,0.0,0.0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Tall Foam Cup,11/02/2021,Operating Supplies 5220,ea,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
French Bread 32 ct,11/09/2021,Bread 4311,ea,601.00,1120.0,0.0,0,0,1120.0,0,589.00,0.45,267.46,"1,132.0000",267.4649
Wheat,11/09/2021,Bread 4311,ea,18.00,32.0,0.0,0,0,32.0,0,14.00,1.46,20.50,36.0000,20.5016
"AIOLI, SIGNATURE - HORSERADISH",11/09/2021,Food 4312,gal,1.70,0.0,0.0,0,0,0.0,0,0.70,7.62,5.33,1.0000,5.3335
Black Pepper,11/09/2021,Food 4312,1 Lb,0.80,0.0,0.0,0,0,0.0,0,0.10,14.65,1.47,0.7000,1.465
BLUE CHEESE CRUMBLES - 2LB,11/09/2021,Food 4312,lb,2.00,0.0,0.0,0,0,0.0,0,0.00,0.00,0.00,2.0000,0.0
BLUE CHEESE CRUMBLES - 5LB,11/09/2021,Food 4312,lb,0.00,12.0,0.0,0,0,12.0,0,8.00,4.11,32.91,4.0000,32.9064
CHEESE PARM SHAVED S.AMER ,11/09/2021,Food 4312,lb,0.00,0.0,0.0,0,0,0.0,0,0.00,4.52,0.00,0.0000,0.0
CHEESE PROC PPR JACK SHRD FTR,11/09/2021,Food 4312,lb,0.00,0.0,0.0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
"CHEESE, AMERICAN ",11/09/2021,Food 4312,lb,0.00,0.0,0.0,0,0,0.0,0,0.00,33.79,0.00,0.0000,0.0
"CHEESE, CHEDDAR – FINELY SHREDDED ",11/09/2021,Food 4312,lb,0.00,0.0,0.0,0,0,0.0,0,0.00,2.14,0.00,0.0000,0.0
Chile & Lime Seasoning,11/09/2021,Food 4312,25 Oz,0.00,0.0,0.0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
CHUNKY BLEU CHEESE DRESSING,11/09/2021,Food 4312,gal,1.20,4.0,0.0,0,0,4.0,0,0.50,15.73,7.86,4.7000,7.8631
CROUTON SEASONED CUBE ZTF ,11/09/2021,Food 4312,lb,0.00,0.0,0.0,0,0,0.0,0,0.00,1.82,0.00,0.0000,0.0
DRESSING CAESAR WITH EGG SYS IMP,11/09/2021,Food 4312,gal,0.00,0.0,0.0,0,0,0.0,0,0.00,15.45,0.00,0.0000,0.0
Equal Sugar Substitute,11/09/2021,Food 4312,Case 2000,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Hard Boiled Whole Eggs,11/09/2021,Food 4312,ea,0.00,0.0,0.0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Ken's Creole Pepper Sauce,11/09/2021,Food 4312,gal,0.00,0.0,0.0,0,0,0.0,0,0.00,15.39,0.00,0.0000,0.0
Ken's Glaze Fig & Balsamic ,11/09/2021,Food 4312,gal,0.00,0.0,0.0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Kickin Ranch Dressing Mix,11/09/2021,Food 4312,Container 3.2oz,3.00,18.0,0.0,0,0,18.0,0,18.00,1.43,25.66,3.0000,25.6608
ONION RED PICKLED FRZN,11/09/2021,Food 4312,5 LB,0.00,0.0,0.0,0,0,0.0,0,0.00,10.80,0.00,0.0000,0.0
ONION STRINGS,11/09/2021,Food 4312,lb,0.00,0.0,0.0,0,0,0.0,0,0.00,18.65,0.00,0.0000,0.0
PANKO PARM CRISP BLEND,11/09/2021,Food 4312,lb,0.00,0.0,0.0,0,0,0.0,0,0.00,4.64,0.00,0.0000,0.0
Pepper Jalapeno Slices,11/09/2021,Food 4312,gal,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Rotisserie Shredded Chicken,11/09/2021,Food 4312,lb,0.00,0.0,0.0,0,0,0.0,0,0.00,3.84,0.00,0.0000,0.0
SAUCE PESTO BASIL,11/09/2021,Food 4312,30 Oz,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
"SAUCE, DELUXE THOUSAND ISLAND",11/09/2021,Food 4312,gal,0.00,0.0,0.0,0,0,0.0,0,0.00,41.87,0.00,0.0000,0.0
"Seeds, Sesame Black",11/09/2021,Food 4312,1 Lb,0.00,0.0,0.0,0,0,0.0,0,0.00,50.65,0.00,0.0000,0.0
SPICE GARLIC SALT W/PARSLEY  ,11/09/2021,Food 4312,ea,0.00,0.0,0.0,0,0,0.0,0,0.00,8.35,0.00,0.0000,0.0
TOMATO RSTD RED WEDGES,11/09/2021,Food 4312,4 LB,0.00,0.0,0.0,0,0,0.0,0,0.00,21.00,0.00,0.0000,0.0
"TORTILLA, FLOUR 12”",11/09/2021,Food 4312,ea,0.00,0.0,0.0,0,0,0.0,0,0.00,0.15,0.00,0.0000,0.0
VEGETABLE CORN & BLK BEAN SW ,11/09/2021,Food 4312,2 LB,0.00,0.0,0.0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
WRAP TORTILLA CHSE JALAPNO ,11/09/2021,Food 4312,ea,0.00,0.0,0.0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
"WRAP TORTILLA HERB GLC 12""",11/09/2021,Food 4312,ea,0.00,0.0,0.0,0,0,0.0,0,0.00,0.29,0.00,0.0000,0.0
YELLOW TRIANGLE TORTILLA CHIP,11/09/2021,Food 4312,2 LB,0.00,0.0,0.0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Avo Fresco,11/09/2021,Food 4312,Case,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Capicola,11/09/2021,Food 4312,lb,79.00,0.0,0.0,0,0,0.0,0,33.00,3.60,118.67,46.0000,118.668
Salami,11/09/2021,Food 4312,lb,90.00,39.1,0.0,0,0,39.1,0,85.00,3.59,305.40,44.1000,305.3965
Ham,11/09/2021,Food 4312,lb,119.00,84.1,0.0,0,0,84.1,0,92.00,2.41,221.56,111.1000,221.5636
Turkey,11/09/2021,Food 4312,lb,176.00,119.25,0.0,0,0,119.25,0,125.50,3.46,434.52,169.7500,434.5187
Beef,11/09/2021,Food 4312,lb,108.00,61.45,0.0,0,0,61.45,0,78.00,4.77,371.94,91.4500,371.9352
BACON - SLI APPLWD SMKD CKD,11/09/2021,Food 4312,ea,"1,375.00",600.0,0.0,0,0,600.0,0,835.00,0.31,257.10,"1,140.0000",257.0965
Cheese,11/09/2021,Food 4312,lb,108.00,134.57,0.0,0,0,134.57,0,106.00,2.45,259.91,136.5700,259.912
Mayonnaise,11/09/2021,Food 4312,gal mayo,38.00,12.0,0.0,0,0,12.0,0,37.50,7.97,299.06,12.5000,299.0588
Oil,11/09/2021,Food 4312,gal oil,7.60,6.0,0.0,0,0,6.0,0,12.30,14.94,183.76,1.3000,183.762
Vinegar,11/09/2021,Food 4312,gal vinegar,9.10,0.0,0.0,0,0,0.0,0,8.50,3.97,33.73,0.6000,33.7348
Avocado,11/09/2021,Food 4312,avo can,13.10,12.0,0.0,0,0,12.0,0,13.90,3.10,43.09,11.2000,43.09
Peppers Cherry,11/09/2021,Food 4312,Gal Peppers,19.25,4.0,0.0,0,0,4.0,0,19.00,7.06,134.19,4.2500,134.1856
Mustard Dijon,11/09/2021,Food 4312,jar dijon,17.00,0.0,0.0,0,0,0.0,0,14.30,5.28,75.53,2.7000,75.5269
MUSTARD WHL GRAIN ,11/09/2021,Food 4312,32 oz jar,8.90,0.0,0.0,0,0,0.0,0,7.40,5.88,43.51,1.5000,43.5113
Soy Sauce,11/09/2021,Food 4312,gal soy,4.10,0.0,0.0,0,0,0.0,0,3.90,10.51,40.99,0.2000,40.9863
Tuna Chunk - pouch,11/09/2021,Food 4312,Pouch tuna (48oz),6.30,6.0,0.0,0,0,6.0,0,8.20,8.28,67.90,4.1000,67.896
Pan Spray,11/09/2021,Food 4312,ea,3.00,0.0,0.0,0,0,0.0,0,3.00,3.45,10.35,0.0000,10.3497
Oregano,11/09/2021,Food 4312,cont oregano,0.50,0.0,0.0,0,0,0.0,0,0.50,23.58,11.79,0.0000,11.79
Basil,11/09/2021,Food 4312,cont basil,0.50,0.0,0.0,0,0,0.0,0,0.50,5.67,2.84,0.0000,2.835
Sugar,11/09/2021,Food 4312,lb,20.00,25.0,0.0,0,0,25.0,0,22.00,0.83,18.27,23.0000,18.271
Mayo Packets,11/09/2021,Food 4312,Box 204,1.30,2.0,0.0,0,0,2.0,0,1.30,17.16,22.31,2.0000,22.308
Mustard Packets,11/09/2021,Food 4312,Box 500,1.50,1.0,0.0,0,0,1.0,0,1.60,6.03,9.65,0.9000,9.648
Sweet n Low Packets,11/09/2021,Food 4312,Case  3000,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
PICKLE DILL WHOLE 52-68 REFR,11/09/2021,Sides 4313,ea,180.00,240.0,0.0,0,0,240.0,0,180.00,0.33,59.44,240.0000,59.436
Potato Chip BBQ,11/09/2021,Sides 4313,ea,36.00,648.0,0.0,0,0,648.0,0,483.00,0.38,185.71,201.0000,185.7135
Potato Chip Jalapeno,11/09/2021,Sides 4313,ea,233.00,216.0,0.0,0,0,216.0,0,64.00,0.38,24.57,385.0000,24.5696
Potato Chip Regular,11/09/2021,Sides 4313,ea,221.00,864.0,0.0,-648,0,216.0,0,204.00,0.38,78.46,233.0000,78.4584
Potato Chip Salt & Vinegar,11/09/2021,Sides 4313,ea,63.00,288.0,0.0,0,0,288.0,0,171.00,0.38,65.77,180.0000,65.7666
Potato Chip Thinny,11/09/2021,Sides 4313,ea,0.00,0.0,0.0,0,0,0.0,0,0.00,0.45,0.00,0.0000,0.0
Pickles,11/09/2021,Sides 4313,ea,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Cookie Oatmeal Raisin,11/09/2021,Sides 4313,ea,82.00,280.0,0.0,-224,0,56.0,0,87.00,0.47,40.49,51.0000,40.4898
Cookie JJ Triple Choc Chip,11/09/2021,Sides 4313,ea,362.00,784.0,0.0,-560,0,224.0,0,382.00,0.57,218.54,204.0000,218.5422
Sysco Cup Foam Tall 12 oz,11/09/2021,Paper 4314,Case 1000,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
TRAY FOOD PAPER 8OZ ,11/09/2021,Paper 4314,250 CT,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
TRAY FOOD PAPR NAT 8OZ,11/09/2021,Paper 4314,1/1000 CT,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
TRAY FOOD PAPR RED PLAID 8OZ,11/09/2021,Paper 4314,ea,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Cup Plas 14oz Trans Soft - Paper Cat,11/09/2021,Paper 4314,ea,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Cup Plas Trans Soft 12 OZ,11/09/2021,Paper 4314,50 CT,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Napkins (Case 12),11/09/2021,Paper 4314,Pack 567,8.00,12.0,0.0,0,0,12.0,0,7.75,2.92,22.66,12.2500,22.6626
Cup 22oz JJ,11/09/2021,Paper 4314,ea,"1,090.00",0.0,0.0,0,0,0.0,0,273.00,0.04,11.33,817.0000,11.3295
Lid 22oz JJ,11/09/2021,Paper 4314,ea,500.00,0.0,0.0,0,0,0.0,0,939.00,0.01,12.39,-439.0000,12.3948
Cup 30oz JJ,11/09/2021,Paper 4314,ea,0.00,750.0,0.0,0,0,750.0,0,573.00,0.07,39.59,177.0000,39.5943
Lid 30oz JJ,11/09/2021,Paper 4314,ea,"1,125.00",0.0,0.0,0,0,0.0,0,572.00,0.02,12.87,553.0000,12.87
Bags 8# JJ,11/09/2021,Paper 4314,Box 1000,0.70,1.0,0.0,0,0,1.0,0,0.80,37.79,30.23,0.9000,30.234300000000005
Wrap Sandwich,11/09/2021,Paper 4314,Box 1000,0.60,3.0,0.0,0,0,3.0,0,1.00,22.38,22.38,2.6000,22.3767
8X10 Port Pap. (WRAP PAPER DRY WAX),11/09/2021,Paper 4314,Box 500,6.30,12.0,0.0,0,0,12.0,0,8.20,3.00,24.62,10.1000,24.6205
Straws Red,11/09/2021,Paper 4314,Box 300,6.50,0.0,0.0,0,0,0.0,0,3.00,2.09,6.27,3.5000,6.2697
Pan Liners,11/09/2021,Paper 4314,Box 1000,0.20,0.0,0.0,0,0,0.0,0,0.20,31.73,6.35,0.0000,6.346
Mylar (Film PVC roll),11/09/2021,Paper 4314,roll 5280,0.80,0.0,0.0,0,0,0.0,0,0.80,53.79,43.03,0.0000,43.032
Cucumber,11/09/2021,Produce 4315,ea,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Iceburg Head ,11/09/2021,Produce 4315,24 Count,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Lettuce,11/09/2021,Produce 4315,12 Packs,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Roma Tomatoes,11/09/2021,Produce 4315,lb,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Yellow Onions,11/09/2021,Produce 4315,lb,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Lettuce,11/09/2021,Produce 4315,Head Let,106.00,228.0,0.0,0,0,228.0,0,135.00,1.43,193.62,199.0000,193.617
Tomatoes,11/09/2021,Produce 4315,lb,114.50,225.0,0.0,0,0,225.0,0,146.00,0.85,123.40,193.5000,123.3992
Onions,11/09/2021,Produce 4315,lb,81.00,0.0,0.0,0,0,0.0,0,30.00,0.52,15.60,51.0000,15.597000000000001
Celery,11/09/2021,Produce 4315,stalk,9.00,3.0,0.0,0,0,3.0,0,0.00,0.97,0.00,12.0000,0.0
Cucumbers,11/09/2021,Produce 4315,ea,50.00,45.0,0.0,0,0,45.0,0,60.00,0.39,23.31,35.0000,23.31
MINUTE MAID,11/09/2021,Beverage 4316,bottle,0.00,0.0,0.0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Syrup Lemonade,11/09/2021,Beverage 4316,gal,3.50,0.0,0.0,0,0,0.0,0,2.50,18.28,45.70,1.0000,45.7
WATER BOTTLED SPRING,11/09/2021,Beverage 4316,each,0.00,0.0,0.0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Syrup Coke Zero,11/09/2021,Beverage 4316,gal,5.50,0.0,0.0,0,0,0.0,0,4.00,17.54,70.17,1.5000,70.1664
Syrup Coke,11/09/2021,Beverage 4316,gal,3.00,5.0,0.0,0,0,5.0,0,5.00,17.53,87.65,3.0000,87.65
Syrup Diet Coke,11/09/2021,Beverage 4316,gal,2.50,5.0,0.0,0,0,5.0,0,4.50,17.53,78.89,3.0000,78.885
Syrup Sprite,11/09/2021,Beverage 4316,gal,4.50,0.0,0.0,0,0,0.0,0,3.00,17.53,52.59,1.5000,52.59
Syrup Dr. Pepper,11/09/2021,Beverage 4316,gal,3.00,5.0,0.0,0,0,5.0,0,5.00,17.18,85.90,3.0000,85.9
Syrup Cherry Coke,11/09/2021,Beverage 4316,gal,6.50,0.0,0.0,0,0,0.0,0,4.00,17.53,70.12,2.5000,70.12
Syrup Powerade,11/09/2021,Beverage 4316,gal,1.50,2.5,0.0,0,0,2.5,0,2.00,18.28,36.56,2.0000,36.56
Tea Bag Brew Lipton,11/09/2021,Beverage 4316,ea,9.00,24.0,0.0,0,0,24.0,0,19.00,0.96,18.20,14.0000,18.202
Water (bottle),11/09/2021,Beverage 4316,bottle,49.00,24.0,0.0,0,0,24.0,0,40.00,0.28,11.25,33.0000,11.251999999999999
Box - Mini Jimmy 12 CT Sandwich,11/09/2021,Catering 4320,each,17.00,0.0,0.0,0,0,0.0,0,14.00,1.49,20.82,3.0000,20.8166
Box - Mini Jimmy 24 CT Sandwich,11/09/2021,Catering 4320,each,0.00,0.0,0.0,0,0,0.0,0,0.00,1.61,0.00,0.0000,0.0
Foam Plates,11/09/2021,Catering 4320,each,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
JMYJOHN P BOX SANDWICH CATERING 18 PC ,11/09/2021,Catering 4320,ea,11.00,0.0,0.0,0,0,0.0,0,8.00,1.39,11.10,3.0000,11.1048
