week_ending_date,Day,Date,No. Of Sales,(A) Total Dollar Sales,(B) Net Less Over rings,(C) Less Net Promo,(D) Net Less Employee Freebies,(E) Royalty Sales
12/21/2021,Thursday,2021-12-16,225,2993.83,0,81.52,17.79,2894.52
12/21/2021,Friday,2021-12-17,223,3260.64,0,71.54,19.79,3169.31
12/21/2021,Saturday,2021-12-18,126,2341.82,0,83.72,16.85,2241.25
12/21/2021,Sunday,2021-12-19,112,1854.95,0,29.78,0.0,1825.17
12/21/2021,Monday,2021-12-20,215,2900.8,0,78.72,0.0,2822.08
12/21/2021,Tuesday,2021-12-21,226,3570.21,0,72.7,0.0,3497.51
12/28/2021,Wednesday,2021-12-22,209,2811.78,0,67.33,10.17,2734.28
12/28/2021,Thursday,2021-12-23,175,2559.07,0,31.71,19.48,2507.88
12/28/2021,Friday,2021-12-24,109,1818.78,0,67.88,0.0,1750.9
12/28/2021,Saturday,2021-12-25,0,0.0,0,0.0,0.0,0.0
12/28/2021,Sunday,2021-12-26,108,1694.26,0,35.42,10.66,1648.18
12/28/2021,Monday,2021-12-27,204,2645.36,0,39.5,0.0,2605.86
12/28/2021,Tuesday,2021-12-28,173,3010.55,0,38.54,11.36,2960.65
