item,week_ending,category,units_of_measure,beginning_units,unit_purchases_1,unit_purchases_2,unit_purchases_3,unit_purchases_4,total_purchased,on_hand_counts,ending_units,unit_cost,ending_value_usd,usage_units
Lid 22oz JJ,09/22/2015,Paper 4314,ea,1398.0,0.0,0.0,0,0,0.0,0,878.0,0.010700000000000001,9.3946,520.0
Cup 30oz JJ,09/22/2015,Paper 4314,ea,807.0,0.0,0.0,0,0,0.0,0,590.0,0.05979999999999999,35.282,217.0
Lid 30oz JJ,09/22/2015,Paper 4314,ea,1938.0,0.0,0.0,0,0,0.0,0,1641.0,0.0182,29.866200000000003,297.0
Bags 8# JJ,09/22/2015,Paper 4314,Box 1000,0.8999999761581421,0.0,0.0,0,0,0.0,0,0.25,42.46,10.615,0.6499999761581421
Wrap Sandwich,09/22/2015,Paper 4314,Box 1000,3.75,0.0,0.0,0,0,0.0,0,1.5,22.17673333333333,33.2651,2.25
8X10 Port Pap.,09/22/2015,Paper 4314,Box 500,12.0,12.0,0.0,0,0,12.0,0,14.25,2.7350035087719298,38.9738,9.75
Straws,09/22/2015,Paper 4314,Box 300,3.75,24.0,0.0,0,0,24.0,0,25.75,1.6692,42.9819,1.999999999999999
Pan Liners,09/22/2015,Paper 4314,Box 1000,0.699999988079071,0.0,0.0,0,0,0.0,0,0.699999988079071,30.980000527586263,21.686,0.0
Mylar,09/22/2015,Paper 4314,roll 5280,0.8999999761581421,1.0,0.0,0,0,1.0,0,1.600000023841858,83.76512375180239,134.0242,0.2999999523162842
Cucumber,09/22/2015,Produce 4315,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.6804,0.0,0.0
Iceburg Head ,09/22/2015,Produce 4315,24 Count,0.0,0.0,0.0,0,0,0.0,0,0.0,22.75,0.0,0.0
Lettuce,09/22/2015,Produce 4315,12 Packs,0.0,0.0,0.0,0,0,0.0,0,0.0,2.27,0.0,0.0
Roma Tomatoes,09/22/2015,Produce 4315,lb,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
Yellow Onions,09/22/2015,Produce 4315,lb,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
Lettuce,09/22/2015,Produce 4315,Head Let,72.0,144.0,0.0,0,0,144.0,0,38.0,1.7599999999999998,66.88,178.0
Tomatoes,09/22/2015,Produce 4315,lb,85.0,100.0,0.0,0,0,100.0,0,44.0,1.1248,49.4912,141.0
Onions,09/22/2015,Produce 4315,lb,36.0,50.0,0.0,0,0,50.0,0,47.0,0.5574,26.1978,39.0
Sprouts,09/22/2015,Produce 4315,lb,5.75,6.0,0.0,0,0,6.0,0,5.0,2.1417,10.7085,6.75
Celery,09/22/2015,Produce 4315,stalk,4.0,3.0,0.0,0,0,3.0,0,1.25,1.53048,1.9131,5.75
Cucumbers,09/22/2015,Produce 4315,ea,5.0,24.0,0.0,0,0,24.0,0,6.0,1.4096,8.4576,23.0
Syrup Coke,09/22/2015,Beverage 4316,gal,3.5,0.0,0.0,0,0,0.0,0,2.0,13.73,27.46,1.5
Syrup Diet Coke,09/22/2015,Beverage 4316,gal,4.5,0.0,0.0,0,0,0.0,0,2.0,13.73,27.46,2.5
Syrup Sprite,09/22/2015,Beverage 4316,gal,7.5,0.0,0.0,0,0,0.0,0,6.0,13.729999999999999,82.38,1.5
Syrup Lemonade Light,09/22/2015,Beverage 4316,gal,3.75,0.0,0.0,0,0,0.0,0,2.5,14.9,37.25,1.25
Syrup Mello Yellow,09/22/2015,Beverage 4316,gal,0.5,2.5,0.0,0,0,2.5,0,2.0,14.32,28.64,1.0
Syrup Dr. Pepper,09/22/2015,Beverage 4316,gal,7.0,5.0,0.0,0,0,5.0,0,8.5,13.459999999999999,114.41,3.5
Syrup Cherry Coke,09/22/2015,Beverage 4316,gal,2.0,5.0,0.0,0,0,5.0,0,4.5,13.729999999999999,61.785,2.5
Syrup Powerade,09/22/2015,Beverage 4316,gal,3.25,0.0,0.0,0,0,0.0,0,1.25,14.319999999999999,17.9,2.0
Tea Bag Brew Lipton,09/22/2015,Beverage 4316,ea,19.0,0.0,0.0,0,0,0.0,0,4.0,0.9513,3.8052,15.0
Water (bottle),09/22/2015,Beverage 4316,bottle,63.0,24.0,0.0,0,0,24.0,0,43.0,0.26689999999999997,11.4767,44.0
JJ Lunch Box,09/22/2015,Catering 4320,ea,150.0,0.0,0.0,0,0,0.0,0,151.0,0.32,48.32,-1.0
"Tray Cater Cmbo 12"" w / dome lid",09/22/2015,Catering 4320,each,14.0,0.0,0.0,0,0,0.0,0,12.0,0.9317000000000001,11.1804,2.0
"Tray Cater Cmbo 16"" w / dome lid",09/22/2015,Catering 4320,each,26.0,0.0,0.0,0,0,0.0,0,23.0,1.7116,39.3668,3.0
Party Tray Bags,09/22/2015,Catering 4320,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.7942,0.0,0.0
Mini Loaf,09/29/2015,Bread 4311,ea,708.0,924.0,0.0,0,0,924.0,0,630.0,0.4388,276.444,1002.0
Wheat,09/29/2015,Bread 4311,ea,25.0,48.0,0.0,0,0,48.0,0,19.0,1.4606000000000001,27.751400000000004,54.0
Equal Sugar Substitute,09/29/2015,Food 4312,Case 2000,0.0,0.0,0.0,0,0,0.0,0,0.0,26.94,0.0,0.0
Avo Fresco,09/29/2015,Food 4312,Case,0.0,0.0,0.0,0,0,0.0,0,0.0,1.0,0.0,0.0
Capicola,09/29/2015,Food 4312,lb,37.75,38.55,0.0,0,0,38.55,0,42.0,3.357,140.994,34.3
Salami,09/29/2015,Food 4312,lb,19.25,35.95,0.0,0,0,35.95,0,25.25,2.94889900990099,74.4597,29.950000000000003
Ham,09/29/2015,Food 4312,lb,88.0,128.0,0.0,0,0,128.0,0,117.5,2.1229999999999998,249.4525,98.5
Turkey,09/29/2015,Food 4312,lb,160.5,117.4,0.0,0,0,117.4,0,106.75,3.9776,424.6088,171.14999999999998
Beef,09/29/2015,Food 4312,lb,93.5,55.05,0.0,0,0,55.05,0,82.0,4.8260000000000005,395.732,66.55000000000001
Bacon,09/29/2015,Food 4312,ea,1185.0,1200.0,0.0,0,0,1200.0,0,1309.0,0.1983,259.5747,1076.0
Cheese,09/29/2015,Food 4312,lb,99.0,106.12,0.0,0,0,106.12,0,92.25,2.364,218.07899999999998,112.87
Mayonnaise,09/29/2015,Food 4312,gal mayo,53.5,12.0,0.0,0,0,12.0,0,54.5,8.1602,444.73089999999996,11.0
Oil,09/29/2015,Food 4312,gal oil,10.25,0.0,0.0,0,0,0.0,0,9.25,8.5564,79.1467,1.0
Vinegar,09/29/2015,Food 4312,gal vinegar,11.699999809265137,0.0,0.0,0,0,0.0,0,11.0,3.8909000000000002,42.7999,0.6999998092651367
Avocado,09/29/2015,Food 4312,avo can,10.0,12.0,0.0,0,0,12.0,0,11.5,3.21,36.915,10.5
Peppers Cherry,09/29/2015,Food 4312,Gal Peppers,26.100000381469727,4.0,0.0,0,0,4.0,0,27.0,7.4531,201.2337,3.1000003814697266
Mustard Dijon,09/29/2015,Food 4312,jar dijon,14.0,6.0,0.0,0,0,6.0,0,18.0,5.2418000000000005,94.3524,2.0
Soy Sauce,09/29/2015,Food 4312,gal soy,3.0,0.0,0.0,0,0,0.0,0,2.75,9.43069090909091,25.9344,0.25
Tuna,09/29/2015,Food 4312,can tuna,17.25,6.0,0.0,0,0,6.0,0,16.25,7.685101538461539,124.8829,7.0
Pam Spray,09/29/2015,Food 4312,ea,5.0,0.0,0.0,0,0,0.0,0,5.0,2.4955,12.4775,0.0
Oregano,09/29/2015,Food 4312,cont oregano,4.300000190734863,0.0,0.0,0,0,0.0,0,4.199999809265137,20.596596173449754,86.50570000000002,0.10000038146972656
Basil,09/29/2015,Food 4312,cont basil,4.300000190734863,0.0,0.0,0,0,0.0,0,4.199999809265137,21.81881051466853,91.639,0.10000038146972656
Sugar,09/29/2015,Food 4312,lb,35.0,25.0,0.0,0,0,25.0,0,50.0,0.5852,29.26,10.0
Mayo Packets,09/29/2015,Food 4312,Box 204,1.399999976158142,0.0,0.0,0,0,0.0,0,0.6000000238418579,17.78999929308894,10.674,0.7999999523162842
Mustard Packets,09/29/2015,Food 4312,Box 500,1.0,1.0,0.0,0,0,1.0,0,1.600000023841858,5.879999912381173,9.408,0.3999999761581421
Sweet n Low Packets,09/29/2015,Food 4312,Case  3000,0.2680000039935112,0.0,0.0,0,0,0.0,0,0.2680000039935112,23.232462340376497,6.2263,0.0
Pickles,09/29/2015,Sides 4313,ea,81.0,144.0,0.0,0,0,144.0,0,110.0,0.34809999999999997,38.291,115.0
Chip JJ Reg ,09/29/2015,Sides 4313,ea,126.0,180.0,0.0,0,0,180.0,0,120.0,0.3642,43.704,186.0
Chip JJ BBQ ,09/29/2015,Sides 4313,ea,260.0,180.0,0.0,0,0,180.0,0,202.0,0.36419999999999997,73.5684,238.0
Chip JJ Jalapeno ,09/29/2015,Sides 4313,ea,115.0,240.0,0.0,0,0,240.0,0,142.0,0.3642,51.7164,213.0
Chip JJ S&V ,09/29/2015,Sides 4313,ea,184.0,120.0,0.0,0,0,120.0,0,136.0,0.36419999999999997,49.5312,168.0
Chip JJ Skinny ,09/29/2015,Sides 4313,ea,63.0,120.0,0.0,0,0,120.0,0,110.0,0.4297,47.267,73.0
Cookie Oatmeal Raisin,09/29/2015,Sides 4313,ea,71.0,56.0,0.0,0,0,56.0,0,77.0,0.46340000000000003,35.6818,50.0
Cookie JJ Triple Choc Chip,09/29/2015,Sides 4313,ea,118.0,112.0,0.0,0,0,112.0,0,121.0,0.5529,66.9009,109.0
Sysco Cup Foam Tall 12 oz,09/29/2015,Paper 4314,Case 1000,0.0,0.0,0.0,0,0,0.0,0,0.0,20.0,0.0,0.0
Cup Plas 12oz Trans Soft - Paper Cat,09/29/2015,Paper 4314,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
CUP PLAS TRANS 12 OZ - Paper Cat,09/29/2015,Paper 4314,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
Napkins,09/29/2015,Paper 4314,Pack 567,0.0,0.0,0.0,0,0,0.0,0,0.0,3.05,0.0,0.0
Napkins - Case 24 / Pack 284,09/29/2015,Paper 4314,Pack 284,9.0,24.0,0.0,0,0,24.0,0,25.600000023841858,1.412101561184878,36.1498,7.399999976158142
Cup 22oz JJ,09/29/2015,Paper 4314,ea,548.0,1000.0,0.0,0,0,1000.0,0,994.0,0.0359,35.6846,554.0
Lid 22oz JJ,09/29/2015,Paper 4314,ea,878.0,1000.0,0.0,0,0,1000.0,0,1371.0,0.010700000000000001,14.669700000000002,507.0
Cup 30oz JJ,09/29/2015,Paper 4314,ea,590.0,0.0,0.0,0,0,0.0,0,327.0,0.0598,19.5546,263.0
Lid 30oz JJ,09/29/2015,Paper 4314,ea,1641.0,0.0,0.0,0,0,0.0,0,1386.0,0.0182,25.2252,255.0
Bags 8# JJ,09/29/2015,Paper 4314,Box 1000,0.25,1.0,0.0,0,0,1.0,0,0.5,42.46,21.23,0.75
Wrap Sandwich,09/29/2015,Paper 4314,Box 1000,1.5,3.0,0.0,0,0,3.0,0,2.25,22.17671111111111,49.8976,2.25
8X10 Port Pap.,09/29/2015,Paper 4314,Box 500,14.25,0.0,0.0,0,0,0.0,0,6.0,2.735,16.41,8.25
Straws,09/29/2015,Paper 4314,Box 300,25.75,0.0,0.0,0,0,0.0,0,22.25,1.6692,37.1397,3.4999999999999996
Pan Liners,09/29/2015,Paper 4314,Box 1000,0.699999988079071,0.0,0.0,0,0,0.0,0,0.699999988079071,30.980000527586263,21.686,0.0
Mylar,09/29/2015,Paper 4314,roll 5280,1.600000023841858,0.0,0.0,0,0,0.0,0,1.399999976158142,83.76507285508212,117.2711,0.20000004768371582
Cucumber,09/29/2015,Produce 4315,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.6804,0.0,0.0
Iceburg Head ,09/29/2015,Produce 4315,24 Count,0.0,0.0,0.0,0,0,0.0,0,0.0,22.75,0.0,0.0
Lettuce,09/29/2015,Produce 4315,12 Packs,0.0,0.0,0.0,0,0,0.0,0,0.0,2.27,0.0,0.0
Roma Tomatoes,09/29/2015,Produce 4315,lb,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
Yellow Onions,09/29/2015,Produce 4315,lb,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
Lettuce,09/29/2015,Produce 4315,Head Let,38.0,240.0,0.0,0,0,240.0,0,94.0,1.76,165.44,184.0
Tomatoes,09/29/2015,Produce 4315,lb,44.0,200.0,0.0,0,0,200.0,0,106.0,1.1248,119.2288,138.0
Onions,09/29/2015,Produce 4315,lb,47.0,59.0,0.0,0,0,59.0,0,48.0,0.5982999999999999,28.718399999999995,58.0
Sprouts,09/29/2015,Produce 4315,lb,5.0,12.0,0.0,0,0,12.0,0,6.75,2.141703703703704,14.456500000000002,10.25
Celery,09/29/2015,Produce 4315,stalk,1.25,6.0,0.0,0,0,6.0,0,1.5,1.4800000000000002,2.22,5.75
Cucumbers,09/29/2015,Produce 4315,ea,6.0,40.0,0.0,0,0,40.0,0,9.0,0.64,5.76,37.0
Syrup Coke,09/29/2015,Beverage 4316,gal,2.0,5.0,0.0,0,0,5.0,0,4.0,13.73,54.92,3.0
Syrup Diet Coke,09/29/2015,Beverage 4316,gal,2.0,5.0,0.0,0,0,5.0,0,4.5,13.729999999999999,61.785,2.5
Syrup Sprite,09/29/2015,Beverage 4316,gal,6.0,0.0,0.0,0,0,0.0,0,4.0,13.73,54.92,2.0
Syrup Lemonade Light,09/29/2015,Beverage 4316,gal,2.5,2.5,0.0,0,0,2.5,0,3.75,14.9,55.875,1.25
Syrup Mello Yellow,09/29/2015,Beverage 4316,gal,2.0,0.0,0.0,0,0,0.0,0,1.25,14.319999999999999,17.9,0.75
Syrup Dr. Pepper,09/29/2015,Beverage 4316,gal,8.5,0.0,0.0,0,0,0.0,0,5.5,13.46,74.03,3.0
Syrup Cherry Coke,09/29/2015,Beverage 4316,gal,4.5,5.0,0.0,0,0,5.0,0,7.5,13.729999999999999,102.975,2.0
Syrup Powerade,09/29/2015,Beverage 4316,gal,1.25,2.5,0.0,0,0,2.5,0,2.5,14.319999999999999,35.8,1.25
Tea Bag Brew Lipton,09/29/2015,Beverage 4316,ea,4.0,24.0,0.0,0,0,24.0,0,14.0,0.9512999999999999,13.3182,14.0
Water (bottle),09/29/2015,Beverage 4316,bottle,43.0,48.0,0.0,0,0,48.0,0,65.0,0.2669,17.3485,26.0
JJ Lunch Box,09/29/2015,Catering 4320,ea,151.0,0.0,0.0,0,0,0.0,0,151.0,0.32,48.32,0.0
"Tray Cater Cmbo 12"" w / dome lid",09/29/2015,Catering 4320,each,12.0,0.0,0.0,0,0,0.0,0,11.0,0.9317,10.2487,1.0
"Tray Cater Cmbo 16"" w / dome lid",09/29/2015,Catering 4320,each,23.0,0.0,0.0,0,0,0.0,0,20.0,1.7116,34.232,3.0
Party Tray Bags,09/29/2015,Catering 4320,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.7942,0.0,0.0
Mini Loaf,10/06/2015,Bread 4311,ea,630.0,1008.0,0.0,0,0,1008.0,0,682.0,0.43879999999999997,299.2616,956.0
Wheat,10/06/2015,Bread 4311,ea,19.0,64.0,0.0,0,0,64.0,0,36.0,1.4606000000000001,52.5816,47.0
Equal Sugar Substitute,10/06/2015,Food 4312,Case 2000,0.0,0.0,0.0,0,0,0.0,0,0.0,26.94,0.0,0.0
Avo Fresco,10/06/2015,Food 4312,Case,0.0,0.0,0.0,0,0,0.0,0,0.0,1.0,0.0,0.0
Capicola,10/06/2015,Food 4312,lb,42.0,34.95,0.0,0,0,34.95,0,49.25,3.172,156.221,27.700000000000003
Salami,10/06/2015,Food 4312,lb,25.25,35.45,0.0,0,0,35.45,0,33.25,2.9226015037593984,97.1765,27.450000000000003
Ham,10/06/2015,Food 4312,lb,117.5,86.2,0.0,0,0,86.2,0,95.5,2.0945005235602094,200.0248,108.19999999999999
Turkey,10/06/2015,Food 4312,lb,106.75,102.8,0.0,0,0,102.8,0,72.5,3.9837006896551728,288.8183,137.05
Beef,10/06/2015,Food 4312,lb,82.0,25.25,0.0,0,0,25.25,0,42.0,4.8260000000000005,202.692,65.25
Bacon,10/06/2015,Food 4312,ea,1309.0,1200.0,0.0,0,0,1200.0,0,1410.0,0.21739999999999998,306.534,1099.0
Cheese,10/06/2015,Food 4312,lb,92.25,106.75,0.0,0,0,106.75,0,85.0,2.364,200.94,114.0
Mayonnaise,10/06/2015,Food 4312,gal mayo,54.5,8.0,0.0,0,0,8.0,0,51.5,8.1602,420.2503,11.0
Oil,10/06/2015,Food 4312,gal oil,9.25,6.0,0.0,0,0,6.0,0,14.0,8.5237,119.3318,1.25
Vinegar,10/06/2015,Food 4312,gal vinegar,11.0,0.0,0.0,0,0,0.0,0,10.300000190734863,3.8909028405698236,40.0763,0.6999998092651367
Avocado,10/06/2015,Food 4312,avo can,11.5,12.0,0.0,0,0,12.0,0,13.0,3.21,41.73,10.5
Peppers Cherry,10/06/2015,Food 4312,Gal Peppers,27.0,4.0,0.0,0,0,4.0,0,27.5,7.452901818181818,204.9548,3.5
Mustard Dijon,10/06/2015,Food 4312,jar dijon,18.0,0.0,0.0,0,0,0.0,0,16.0,5.2418,83.8688,2.0
Soy Sauce,10/06/2015,Food 4312,gal soy,2.75,0.0,0.0,0,0,0.0,0,2.5999999046325684,9.430692653608054,24.519800000000004,0.15000009536743164
Tuna,10/06/2015,Food 4312,can tuna,16.25,6.0,0.0,0,0,6.0,0,17.75,7.771402816901408,137.9424,4.5
Pam Spray,10/06/2015,Food 4312,ea,5.0,0.0,0.0,0,0,0.0,0,4.0,2.4955,9.982,1.0
Oregano,10/06/2015,Food 4312,cont oregano,4.199999809265137,0.0,0.0,0,0,0.0,0,4.099999904632568,20.596610235181906,84.4461,0.09999990463256836
Basil,10/06/2015,Food 4312,cont basil,4.199999809265137,0.0,0.0,0,0,0.0,0,4.099999904632568,21.818805385561813,89.4571,0.09999990463256836
Sugar,10/06/2015,Food 4312,lb,50.0,0.0,0.0,0,0,0.0,0,40.0,0.5852,23.408,10.0
Mayo Packets,10/06/2015,Food 4312,Box 204,0.6000000238418579,1.0,0.0,0,0,1.0,0,0.699999988079071,17.7900003029619,12.453000000000001,0.9000000357627869
Mustard Packets,10/06/2015,Food 4312,Box 500,1.600000023841858,0.0,0.0,0,0,0.0,0,1.2000000476837158,5.879999766349802,7.056,0.3999999761581421
Sweet n Low Packets,10/06/2015,Food 4312,Case  3000,0.2680000039935112,0.0,0.0,0,0,0.0,0,0.2680000039935112,23.232462340376497,6.2263,0.0
Pickles,10/06/2015,Sides 4313,ea,110.0,72.0,0.0,0,0,72.0,0,73.0,0.3481,25.4113,109.0
Chip JJ Reg ,10/06/2015,Sides 4313,ea,120.0,180.0,0.0,0,0,180.0,0,157.0,0.3642,57.1794,143.0
Chip JJ BBQ ,10/06/2015,Sides 4313,ea,202.0,240.0,0.0,0,0,240.0,0,206.0,0.36419999999999997,75.0252,236.0
Chip JJ Jalapeno ,10/06/2015,Sides 4313,ea,142.0,120.0,60.0,0,0,180.0,0,107.0,0.3642,38.9694,215.0
Chip JJ S&V ,10/06/2015,Sides 4313,ea,136.0,180.0,0.0,0,0,180.0,0,125.0,0.36419999999999997,45.525,191.0
Chip JJ Skinny ,10/06/2015,Sides 4313,ea,110.0,60.0,0.0,0,0,60.0,0,108.0,0.4297,46.4076,62.0
Cookie Oatmeal Raisin,10/06/2015,Sides 4313,ea,77.0,56.0,0.0,0,0,56.0,0,102.0,0.46340000000000003,47.2668,31.0
Cookie JJ Triple Choc Chip,10/06/2015,Sides 4313,ea,121.0,112.0,0.0,0,0,112.0,0,87.0,0.5529,48.10229999999999,146.0
Sysco Cup Foam Tall 12 oz,10/06/2015,Paper 4314,Case 1000,0.0,0.0,0.0,0,0,0.0,0,0.0,20.0,0.0,0.0
Cup Plas 12oz Trans Soft - Paper Cat,10/06/2015,Paper 4314,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
CUP PLAS TRANS 12 OZ - Paper Cat,10/06/2015,Paper 4314,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
Napkins,10/06/2015,Paper 4314,Pack 567,0.0,0.0,0.0,0,0,0.0,0,0.0,3.05,0.0,0.0
Napkins - Case 24 / Pack 284,10/06/2015,Paper 4314,Pack 284,25.600000023841858,0.0,0.0,0,0,0.0,0,17.25,1.4120985507246375,24.3587,8.350000023841858
Cup 22oz JJ,10/06/2015,Paper 4314,ea,994.0,0.0,0.0,0,0,0.0,0,453.0,0.035899999999999994,16.2627,541.0
Lid 22oz JJ,10/06/2015,Paper 4314,ea,1371.0,0.0,0.0,0,0,0.0,0,900.0,0.010700000000000001,9.63,471.0
Cup 30oz JJ,10/06/2015,Paper 4314,ea,327.0,750.0,0.0,0,0,750.0,0,830.0,0.0598,49.634,247.0
Lid 30oz JJ,10/06/2015,Paper 4314,ea,1386.0,0.0,0.0,0,0,0.0,0,1138.0,0.0182,20.7116,248.0
Bags 8# JJ,10/06/2015,Paper 4314,Box 1000,0.5,1.0,0.0,0,0,1.0,0,0.800000011920929,42.45999936729671,33.968,0.699999988079071
Wrap Sandwich,10/06/2015,Paper 4314,Box 1000,2.25,3.0,0.0,0,0,3.0,0,3.0999999046325684,22.176710359656745,68.7478,2.1500000953674316
8X10 Port Pap.,10/06/2015,Paper 4314,Box 500,6.0,12.0,0.0,0,0,12.0,0,8.75,2.7350057142857143,23.9313,9.25
Straws,10/06/2015,Paper 4314,Box 300,22.25,0.0,0.0,0,0,0.0,0,20.75,1.6692,34.6359,1.5000000000000007
Pan Liners,10/06/2015,Paper 4314,Box 1000,0.699999988079071,0.0,0.0,0,0,0.0,0,0.699999988079071,30.980000527586263,21.686,0.0
Mylar,10/06/2015,Paper 4314,roll 5280,1.399999976158142,0.0,0.0,0,0,0.0,0,1.100000023841858,83.7650890935315,92.1416,0.2999999523162842
Cucumber,10/06/2015,Produce 4315,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.6804,0.0,0.0
Iceburg Head ,10/06/2015,Produce 4315,24 Count,0.0,0.0,0.0,0,0,0.0,0,0.0,22.75,0.0,0.0
Lettuce,10/06/2015,Produce 4315,12 Packs,0.0,0.0,0.0,0,0,0.0,0,0.0,2.27,0.0,0.0
Roma Tomatoes,10/06/2015,Produce 4315,lb,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
Yellow Onions,10/06/2015,Produce 4315,lb,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
Lettuce,10/06/2015,Produce 4315,Head Let,94.0,168.0,0.0,0,0,168.0,0,79.0,1.9358,152.9282,183.0
Tomatoes,10/06/2015,Produce 4315,lb,106.0,125.0,0.0,0,0,125.0,0,96.0,1.2344,118.5024,135.0
Onions,10/06/2015,Produce 4315,lb,48.0,50.0,0.0,0,0,50.0,0,58.0,0.6056,35.1248,40.0
Sprouts,10/06/2015,Produce 4315,lb,6.75,6.0,0.0,0,0,6.0,0,4.25,2.141694117647059,9.1022,8.5
Celery,10/06/2015,Produce 4315,stalk,1.5,6.0,0.0,0,0,6.0,0,2.75,1.49,4.0975,4.75
Cucumbers,10/06/2015,Produce 4315,ea,9.0,30.0,0.0,0,0,30.0,0,10.0,0.8848,8.848,29.0
Syrup Coke,10/06/2015,Beverage 4316,gal,4.0,5.0,0.0,0,0,5.0,0,7.5,13.729999999999999,102.975,1.5
Syrup Diet Coke,10/06/2015,Beverage 4316,gal,4.5,5.0,0.0,0,0,5.0,0,7.5,13.729999999999999,102.975,2.0
Syrup Sprite,10/06/2015,Beverage 4316,gal,4.0,0.0,0.0,0,0,0.0,0,3.0,13.729999999999999,41.19,1.0
Syrup Lemonade Light,10/06/2015,Beverage 4316,gal,3.75,0.0,0.0,0,0,0.0,0,3.0,14.9,44.7,0.75
Syrup Mello Yellow,10/06/2015,Beverage 4316,gal,1.25,0.0,0.0,0,0,0.0,0,0.75,14.32,10.74,0.5
Syrup Dr. Pepper,10/06/2015,Beverage 4316,gal,5.5,0.0,0.0,0,0,0.0,0,2.5,13.459999999999999,33.65,3.0
Syrup Cherry Coke,10/06/2015,Beverage 4316,gal,7.5,0.0,0.0,0,0,0.0,0,5.0,13.73,68.65,2.5
Syrup Powerade,10/06/2015,Beverage 4316,gal,2.5,0.0,0.0,0,0,0.0,0,1.25,14.319999999999999,17.9,1.25
Tea Bag Brew Lipton,10/06/2015,Beverage 4316,ea,14.0,24.0,0.0,0,0,24.0,0,22.0,0.9512999999999999,20.9286,16.0
Water (bottle),10/06/2015,Beverage 4316,bottle,65.0,0.0,0.0,0,0,0.0,0,35.0,0.2757,9.6495,30.0
JJ Lunch Box,10/06/2015,Catering 4320,ea,151.0,0.0,0.0,0,0,0.0,0,151.0,0.32,48.32,0.0
"Tray Cater Cmbo 12"" w / dome lid",10/06/2015,Catering 4320,each,11.0,0.0,0.0,0,0,0.0,0,7.0,0.9317,6.5219,4.0
"Tray Cater Cmbo 16"" w / dome lid",10/06/2015,Catering 4320,each,20.0,0.0,0.0,0,0,0.0,0,14.0,1.7116,23.9624,6.0
Party Tray Bags,10/06/2015,Catering 4320,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.7942,0.0,0.0
Mini Loaf,10/13/2015,Bread 4311,ea,682.0,840.0,0.0,0,0,840.0,0,500.0,0.4388,219.4,1022.0
Wheat,10/13/2015,Bread 4311,ea,36.0,48.0,0.0,0,0,48.0,0,35.0,1.4606000000000001,51.121,49.0
Equal Sugar Substitute,10/13/2015,Food 4312,Case 2000,0.0,0.0,0.0,0,0,0.0,0,0.0,26.94,0.0,0.0
Avo Fresco,10/13/2015,Food 4312,Case,0.0,0.0,0.0,0,0,0.0,0,0.0,1.0,0.0,0.0
Capicola,10/13/2015,Food 4312,lb,49.25,0.0,0.0,0,0,0.0,0,16.5,3.172,52.338,32.75
Salami,10/13/2015,Food 4312,lb,33.25,35.0,0.0,0,0,35.0,0,39.5,2.919,115.3005,28.75
Ham,10/13/2015,Food 4312,lb,95.5,132.6,0.0,0,0,132.6,0,129.75,2.0838998073217727,270.386,98.35
Turkey,10/13/2015,Food 4312,lb,72.5,181.9,0.0,0,0,181.9,0,114.0,3.979,453.606,140.4
Beef,10/13/2015,Food 4312,lb,42.0,64.05,0.0,0,0,64.05,0,40.0,4.826,193.04,66.05
Bacon,10/13/2015,Food 4312,ea,1410.0,600.0,0.0,0,0,600.0,0,820.0,0.2218,181.876,1190.0
Cheese,10/13/2015,Food 4312,lb,85.0,106.68,0.0,0,0,106.68,0,85.0,2.364,200.94,106.68
Mayonnaise,10/13/2015,Food 4312,gal mayo,51.5,8.0,0.0,0,0,8.0,0,48.75,8.160201025641026,397.8098,10.75
Oil,10/13/2015,Food 4312,gal oil,14.0,0.0,0.0,0,0,0.0,0,13.0,8.5237,110.8081,1.0
Vinegar,10/13/2015,Food 4312,gal vinegar,10.300000190734863,0.0,0.0,0,0,0.0,0,9.75,3.8909025641025643,37.9363,0.5500001907348633
Avocado,10/13/2015,Food 4312,avo can,13.0,12.0,0.0,0,0,12.0,0,13.0,3.21,41.73,12.0
Peppers Cherry,10/13/2015,Food 4312,Gal Peppers,27.5,4.0,0.0,0,0,4.0,0,27.75,7.4528,206.8152,3.75
Mustard Dijon,10/13/2015,Food 4312,jar dijon,16.0,0.0,0.0,0,0,0.0,0,14.0,5.2418,73.3852,2.0
Soy Sauce,10/13/2015,Food 4312,gal soy,2.5999999046325684,0.0,0.0,0,0,0.0,0,2.4000000953674316,9.430707958590668,22.6337,0.19999980926513672
