week_ending_date,Day,Date,No. Of Sales,(A) Total Dollar Sales,(B) Net Less Over rings,(C) Less Net Promo,(D) Net Less Employee Freebies,(E) Royalty Sales
12/08/2015,Thursday,2015-12-03,209,2993.26,0,5.99,40.08,2947.19
12/08/2015,Friday,2015-12-04,223,2632.45,0,13.98,46.01,2572.46
12/08/2015,Saturday,2015-12-05,199,2499.67,0,0.0,46.35,2453.32
12/08/2015,Sunday,2015-12-06,172,2336.2,0,0.0,44.47,2291.73
12/08/2015,Monday,2015-12-07,176,1839.35,0,0.0,47.1,1792.25
12/08/2015,Tuesday,2015-12-08,215,2075.87,0,0.0,47.9,2027.97
12/15/2015,Wednesday,2015-12-09,195,2337.86,0,0.0,54.82,2283.04
12/15/2015,Thursday,2015-12-10,195,2612.27,0,0.0,47.9,2564.37
12/15/2015,Friday,2015-12-11,202,2258.49,0,0.0,47.5,2210.99
12/15/2015,Saturday,2015-12-12,211,2517.35,0,21.97,42.56,2452.82
12/15/2015,Sunday,2015-12-13,141,1780.08,0,4.99,27.21,1747.88
12/15/2015,Monday,2015-12-14,183,1998.87,0,0.0,53.39,1945.48
12/15/2015,Tuesday,2015-12-15,194,2287.19,0,54.89,39.58,2192.72
12/22/2015,Wednesday,2015-12-16,206,2932.17,0,71.92,29.56,2830.69
12/22/2015,Thursday,2015-12-17,215,2312.81,0,94.81,35.53,2182.47
12/22/2015,Friday,2015-12-18,231,2616.26,0,0.0,48.0,2568.26
12/22/2015,Saturday,2015-12-19,188,2237.93,0,8.88,43.55,2185.5
12/22/2015,Sunday,2015-12-20,158,1665.32,0,7.38,44.07,1613.87
12/22/2015,Monday,2015-12-21,233,2718.72,0,4.99,0.0,2713.73
12/22/2015,Tuesday,2015-12-22,237,2880.33,0,0.0,46.03,2834.3
12/29/2015,Wednesday,2015-12-23,225,2543.6,0,0.0,29.56,2514.04
12/29/2015,Thursday,2015-12-24,111,1426.92,0,0.0,0.0,1426.92
12/29/2015,Friday,2015-12-25,0,0.0,0,0.0,0.0,0.0
12/29/2015,Saturday,2015-12-26,122,1389.46,0,0.0,55.77,1333.69
12/29/2015,Sunday,2015-12-27,111,1807.34,0,75.96,40.73,1690.65
12/29/2015,Monday,2015-12-28,165,1983.01,0,0.0,48.2,1934.81
12/29/2015,Tuesday,2015-12-29,171,2342.17,0,93.47,38.63,2210.07
