week_ending_date,Invoice #,Invoice Date,Due Date,Vendor Name,Description,Bread 4311,Food 4312,Sides 4313,Paper 4314,Produce 4315,Beverage 4316,Catering 4320,Operating Supplies 5220,Office Supplies 5230,Smallwares-KEC 5220,Uniforms-KC 5221,Aprons-Floor Mats 5285,Trash Service 5286,Pest Control 5241,Fuel Surcharge,Misc Monthly Audit Item,Discounts,Delivery Charges,Tax,Invoice Totals
05/12/2020,Transfer OUT - 508196,05/07/2020,05/07/2020,"3644 - Forest Drive, Dallas, TX",0,0.0,0.0,-25.5096,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,-25.5096
05/12/2020,Transfer IN - 508205,05/12/2020,05/12/2020,"1393 - E Beltline Rd, Richardson, TX  ",0,0.0,0.0,62.514,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,62.514
05/19/2020,396427593 (5381429),05/14/2020,0,Sysco Food Services,0,455.01,2181.47,532.25,400.2,0,278.69,35.32,177.08,0,0,0,0,0,0,0.0,0,0,0,17.81,4077.83
05/19/2020,396435221 (5381433),05/19/2020,0,Sysco Food Services,0,0.0,346.3,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,346.3
05/26/2020,396438056 (5391741),05/21/2020,0,Sysco Food Services,0,501.47,1641.88,394.79,307.25,0,159.64,37.32,131.59,0,0,0,0,0,0,0.0,0,0,0,9.83,3183.77
05/26/2020,Transfer IN - 513204,05/26/2020,05/26/2020,"3644 - Forest Drive, Dallas, TX",0,23.2096,21.63,0.0,7.68,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,52.5196
06/02/2020,396447034 (5391750),05/27/2020,0,Sysco Food Services,0,0.0,479.83,24.72,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,2.22,506.77
06/02/2020,396447818 (5398993),05/28/2020,0,Sysco Food Services,0,501.47,1707.07,537.09,304.46,0,141.76,0.0,244.0,0,0,0,0,0,0,0.0,0,0,0,20.13,3455.98
06/09/2020,396468269/396469806 (5411036),06/09/2020,0,Sysco Food Services,0,0.0,1123.47,62.52,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,1185.99
06/09/2020,060920 (5411041),06/09/2020,0,Local SuperMarket,0,0.0,7.58,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,7.58
06/09/2020,396460866 (5411085),06/04/2020,0,Sysco Food Services,0,590.25,2104.18,572.16,33.06,0,348.96,0.0,141.07,0,0,0,0,0,0,0.0,0,0,0,14.28,3803.96
06/09/2020,396467819 (5411092),06/09/2020,0,Sysco Food Services,0,0.0,117.27,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,117.27
06/09/2020,396462695 (5411096),06/05/2020,0,Sysco Food Services,0,0.0,420.01,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,420.01
06/09/2020,Transfer OUT - 519035,06/09/2020,06/09/2020,"1393 - E Beltline Rd, Richardson, TX  ",0,0.0,-131.8923,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,-131.8923
06/09/2020,Transfer OUT - 519039,06/09/2020,06/09/2020,"1367 - Preston Rd, Dallas, TX ",0,0.0,-266.8626,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,-266.8626
06/09/2020,Transfer OUT - 519042,06/09/2020,06/09/2020,"3644 - Forest Drive, Dallas, TX",0,0.0,-266.8626,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,-266.8626
06/09/2020,Transfer OUT - 519043,06/09/2020,06/09/2020,"1393 - E Beltline Rd, Richardson, TX  ",0,0.0,-224.694,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,-224.694
06/09/2020,Transfer IN - 519051,06/08/2020,06/08/2020,"3644 - Forest Drive, Dallas, TX",0,0.0,58.6359,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,58.6359
06/16/2020,396471249 (5421038),06/11/2020,0,Sysco Food Services,0,595.28,2360.84,535.81,210.04,0,280.84,36.39,116.24,0,0,0,0,0,0,0.0,0,0,0,9.59,4145.03
06/16/2020,Transfer IN - 521745,06/16/2020,06/16/2020,"3644 - Forest Drive, Dallas, TX",0,0.0,0.0,0.0,58.3626,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,58.3626
06/23/2020,396489543 (5434301),06/23/2020,0,Sysco Food Services,0,0.0,121.55,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,121.55
06/23/2020,396487622 (5434308),06/20/2020,0,Sysco Food Services,0,0.0,125.21,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,125.21
06/23/2020,396482043 (5434361),06/18/2020,0,Sysco Food Services,0,581.16,2451.2,533.37,226.45,0,370.49,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,4162.67
06/23/2020,Transfer IN - 524714,06/22/2020,06/22/2020,"1367 - Preston Rd, Dallas, TX ",0,0.0,121.068,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,121.068
06/30/2020,396493221 (5440675),06/25/2020,0,Sysco Food Services,0,623.52,2307.58,589.12,305.58,0,91.03,75.9,67.28,0,0,0,0,0,0,0.0,0,0,0,5.55,4065.56
06/30/2020,062420 (5440680),06/24/2020,0,Local SuperMarket,0,0.0,6.38,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,6.38
07/07/2020,396506443 (5449071),07/02/2020,0,Sysco Food Services,0,591.18,2270.68,758.12,244.43,0,495.14,72.04,79.7,0,0,0,0,0,0,0.0,0,0,0,6.58,4517.87
07/07/2020,070320 (5450334),07/03/2020,0,Local SuperMarket,0,0.0,8.94,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,8.94
07/14/2020,396516121 (5464572),07/09/2020,0,Sysco Food Services,0,506.46,2057.35,498.03,160.69,0,126.55,0.0,89.24,0,0,0,0,0,0,0.0,0,0,0,11.46,3449.78
07/14/2020,071020 (5469093),07/10/2020,0,Local SuperMarket,0,0.0,6.38,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,6.38
07/21/2020,071620 (5474460),07/16/2020,0,Local SuperMarket,0,0.0,6.38,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,6.38
07/21/2020,396527774 (5474471),07/17/2020,0,Sysco Food Services,0,0.0,228.61,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,228.61
07/21/2020,396527771 (5474477),07/17/2020,0,Sysco Food Services,0,0.0,0.0,184.21,0.0,0,0.0,37.32,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,221.53
07/21/2020,396526715 (5474499),07/16/2020,0,Sysco Food Services,0,567.04,2158.5,435.29,196.78,0,365.14,0.0,69.22,0,0,0,0,0,0,0.0,0,0,0,5.71,3797.68
07/21/2020,Transfer OUT - 532415,07/17/2020,07/17/2020,"1393 - E Beltline Rd, Richardson, TX  ",0,0.0,-114.7608,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,-114.7608
07/28/2020,396537090 (5482848),07/23/2020,0,Sysco Food Services,0,581.16,1758.0,520.66,177.2,0,235.51,0.0,53.6,0,0,0,0,0,0,0.0,0,0,0,4.42,3330.55
07/28/2020,396543956 (5487576),07/28/2020,0,Sysco Food Services,0,0.0,110.07,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,110.07
08/04/2020,073020 (5494173),07/30/2020,0,Local SuperMarket,0,0.0,5.98,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,5.98
08/04/2020,396547942 (5494222),07/30/2020,0,Sysco Food Services,0,524.68,2179.88,582.59,225.86,0,182.06,37.32,69.22,0,0,0,0,0,0,0.0,0,0,0,7.89,3809.5
08/11/2020,396562695 (5515029),08/06/2020,0,Sysco Food Services,0,536.52,1992.19,517.98,123.63,0,196.54,0.0,15.62,0,0,0,0,0,0,0.0,0,0,0,1.29,3383.77
08/18/2020,396575118 (5526812),08/13/2020,0,Sysco Food Services,0,536.52,2016.41,659.44,313.23,0,256.55,38.58,145.77,0,0,0,0,0,0,0.0,0,0,0,16.12,3982.62
08/18/2020,Transfer OUT - 540738,08/12/2020,08/12/2020,"1367 - Preston Rd, Dallas, TX ",0,-28.9408,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,-28.9408
08/25/2020,396589639 (5535549),08/21/2020,0,Sysco Food Services,0,0.0,165.51,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,165.51
08/25/2020,396588558 (5535620),08/20/2020,0,Sysco Food Services,0,546.88,2072.15,566.92,138.88,0,371.87,37.32,40.16,0,0,0,0,0,0,0.0,0,0,0,3.31,3777.49
09/01/2020,396600454 (5550022),08/27/2020,0,Sysco Food Services,0,590.29,2408.03,633.13,180.04,0,113.94,0.0,15.62,0,0,0,0,0,0,0.0,0,0,0,1.29,3942.34
09/08/2020,396616311 (5551666),09/03/2020,0,Sysco Food Services,0,550.99,2201.09,484.57,64.42,0,425.15,0.0,181.71,0,0,0,0,0,0,0.0,0,0,0,14.99,3922.92
09/08/2020,Transfer IN - 546444,09/08/2020,09/08/2020,"1367 - Preston Rd, Dallas, TX ",0,0.0,0.0,0.0,90.57,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,90.57
09/15/2020,396627996 (5562542),09/10/2020,0,Sysco Food Services,0,536.52,1871.91,443.81,381.04,0,274.11,34.72,169.15,0,0,0,0,0,0,0.0,0,0,0,18.0486,3729.3086
09/22/2020,396641176 (5574415),09/17/2020,0,Sysco Food Services,0,513.18,2252.49,608.83,182.49,0,180.36,0.0,200.93,0,0,0,0,0,0,0.0,0,0,0,16.58,3954.86
09/29/2020,396654234 (5584514),09/24/2020,0,Sysco Food Services,0,509.72,1881.69,611.12,215.6,0,82.71,0.0,32.93,0,0,0,0,0,0,0.0,0,0,0,2.71,3336.48
10/06/2020,396670058 (5595641),10/01/2020,0,Sysco Food Services,0,504.12,2277.42,658.2,139.45,0,386.18,67.77,133.2,0,0,0,0,0,0,0.0,0,0,0,10.31,4176.65
10/13/2020,396682926 (5607242),10/08/2020,0,Sysco Food Services,0,547.53,2251.87,613.91,173.37,0,217.58,37.32,81.48,0,0,0,0,0,0,0.0,0,0,0,6.72,3929.78
10/20/2020,396696819 (5618479),10/15/2020,0,Sysco Food Services,0,605.41,2478.9,676.16,202.7,0,372.19,0.0,142.17,0,0,0,0,0,0,0.0,0,0,0,15.82,4493.35
10/27/2020,396708796 (5630522),10/22/2020,0,Sysco Food Services,0,533.06,2233.21,592.04,245.01,0,240.49,0.0,147.37,0,0,0,0,0,0,0.0,0,0,0,12.16,4003.34
11/03/2020,396722267 (5640417),10/29/2020,0,Sysco Food Services,0,547.53,1765.9,581.76,134.48,0,335.5,37.32,79.74,0,0,0,0,0,0,0.0,0,0,0,6.58,3488.81
11/10/2020,396740005 (5651598),11/05/2020,0,Sysco Food Services,0,547.53,2039.32,552.4,246.62,0,286.19,0.0,144.89,0,0,0,0,0,0,0.0,0,0,0,16.05,3833.0
11/10/2020,Transfer OUT - 562164,11/10/2020,11/10/2020,"1393 - E Beltline Rd, Richardson, TX  ",0,0.0,-32.64,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,-32.64
11/17/2020,396753746 (5663488),11/12/2020,0,Sysco Food Services,0,567.6,2050.55,586.46,192.34,0,203.27,110.39,162.15,0,0,0,0,0,0,0.0,0,0,0,13.38,3886.14
11/17/2020,396756353 (5663929),11/13/2020,0,Sysco Food Services,0,0.0,491.57,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,50,0.0,541.57
11/17/2020,396755203 (5672183),11/13/2020,0,Sysco Food Services,0,0.0,476.92,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,476.92
11/24/2020,396766964 (5675835),11/19/2020,0,Sysco Food Services,0,634.35,2248.75,701.18,238.59,0,387.93,29.19,48.55,0,0,0,0,0,0,0.0,0,0,0,4.01,4292.55
12/01/2020,396778510 (5691671),11/25/2020,0,Sysco Food Services,0,344.95,1796.93,334.67,173.55,0,151.16,65.46,105.35,0,0,0,0,0,0,0.0,0,0,0,8.7,2980.77
12/08/2020,396793845 (5694526),12/03/2020,0,Sysco Food Services,0,663.29,2310.18,639.36,297.81,0,308.61,37.32,48.55,0,0,0,0,0,0,0.0,0,0,0,8.09,4313.21
12/15/2020,396806788 (5705383),12/10/2020,0,Sysco Food Services,0,605.41,2253.22,561.01,182.15,0,75.34,0.0,146.53,0,0,0,0,0,0,0.0,0,0,0,12.09,3835.75
12/15/2020,Transfer OUT - 570439,12/11/2020,12/11/2020,"3644 - Forest Drive, Dallas, TX",0,0.0,0.0,0.0,-30.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,-30.0
12/22/2020,396820488 (5717604),12/17/2020,0,Sysco Food Services,0,509.72,2381.97,646.8,136.43,0,331.52,0.0,81.48,0,0,0,0,0,0,0.0,0,0,0,6.72,4094.64
12/29/2020,396831566 (5731120),12/23/2020,0,Sysco Food Services,0,475.18,2199.02,581.76,228.63,0,257.93,0.0,253.7,0,0,0,0,0,0,0.0,0,0,0,20.94,4017.16
